No voie,B/T/Q,Type de voie,Voie,idVoie
14.0,,RUE,DU HAUT D AULNY,25271_V
1.0,,RUE,DE L ARRIVEE,25272_V
20.0,B,RUE,PASTEUR,25273_V
5.0,,RUE,ROBERT FOULON,25274_V
17.0,,RUE,ROBERT JOUBEL,25275_V
9001.0,,ALL,DE CHAMPAGNE,25276_V
82.0,,CHS,JULES CESAR,25277_V
2.0,,RUE,DE LA SOURCE,25278_V
14.0,,MAIL,RENAISSANCE,25279_V
9.0,,RUE,DES HAYETTES,25280_V
145.0,,RUE,DE PARIS,25281_V
1.0,,RUE,ANATOLE FRANCE,25282_V
11.0,,PL,DE LA REPUBLIQUE,25283_V
7.0,,PL,D ANJOU,25284_V
15.0,B,AV,CHANZY,25285_V
6.0,,RUE,DE LA STATION,25286_V
5.0,,RUE,DE LA TOUR,25287_V
12.0,B,RUE,GRANGERET DE LA GRANGE,25288_V
4.0,,RUE,DE TAVERNY,25289_V
35.0,,RUE,DE SOISY,25290_V
31.0,,RUE,DE L EGLISE,25291_V
61.0,,RUE,DE PARIS,25292_V
8.0,,ALL,LUCIE AUBRAC,25293_V
1.0,,RUE,DU FORT,25294_V
65.0,,RUE,EDGAR DEGAS,25295_V
9.0,B,GR,GRANDE RUE,25296_V
15.0,,RUE,MAURICE BERTEAUX,25297_V
7.0,,AV,FOCH,25298_V
1.0,,RUE,JEAN BAPTISTE LEGENDRE,25299_V
27.0,,AV,DE CEINTURE,25300_V
3.0,,BD,MAURICE BERTEAUX,25301_V
176.0,,RUE,DU GENERAL LECLERC,25302_V
62.0,,RUE,HAUTE,25303_V
25.0,,RUE,DES LEVRIERS,25304_V
44.0,,AV,GAL LECLERC,25305_V
40.0,,BD,GAMBETTA,25306_V
13.0,,AV,RESIDENCE,25307_V
96.0,B,RUE,DE LA REPUBLIQUE,25308_V
25.0,,RUE,ALFRED LABRIERE,25309_V
5.0,,AV,ACHILLE ARCHAMBAULT,25310_V
2.0,,ALL,DES ACACIAS,25311_V
39.0,,RUE,DUGUAY,25312_V
17.0,,ALL,PAUL GAUGUIN,25313_V
5.0,,MAIL,JEAN BAPTISTE POQUELIN,25314_V
25.0,,AV,GABRIEL PERI,25315_V
88.0,,QUAI,DE SEINE,25316_V
7.0,T,RUE,DU DOCTEUR LERAY,25317_V
6.0,,ALL,FANTIN LATOUR,25318_V
13.0,,AV,ARISTIDE MAILLOL,25319_V
4.0,,PL,DU 11 NOVEMBRE,25320_V
117.0,,QUAI,DE SEINE,25321_V
44.0,B,QUAI,DU GENIE,25322_V
10.0,,AV,DU DOCTEUR FLAMENT,25323_V
3.0,B,RUE,AUGUSTE RENOIR,25324_V
81.0,,BD,CHARLES DE GAULLE,25325_V
24.0,,RUE,DE LA BERTHIE,25326_V
33.0,,BD,CHARLES DE GAULLE,25327_V
6.0,B,RUE,JOHN LENNON,25328_V
5.0,,MAIL,PAUL VERLAINE,25329_V
59.0,,RUE,DE CHANTEPUITS,25330_V
26.0,,RUE,DES TARTRES,25331_V
96.0,,RUE,EDOUARD VAILLANT,25332_V
199.0,,RUE,HENRI BARBUSSE,25333_V
16.0,B,RUE,ARISTIDE BRIAND,25334_V
118.0,,RUE,DU MOULIN SARRAZIN,25335_V
4.0,,AV,EMELIE,25336_V
44.0,,AV,FOCH,25337_V
8.0,,ALL,DE L ESCAPADE,25338_V
2.0,,RUE,LEON PROTAIS,25339_V
11.0,,ALL,DES NYMPHEAS,25340_V
101.0,,ALL,DE CORMEILLES,25341_V
1.0,,RUE,DU PLESSIS BOUCHARD,25342_V
110.0,,RUE,DES COURLIS,25343_V
4.0,,AV,ARISTIDE MAILLOL,25344_V
50.0,,QUAI,DU GENIE,25345_V
79.0,,AV,DES ADAGES,25346_V
1.0,,CHE,DE MONTIGNY,25347_V
56.0,,CHE,DES GUILLERANDS,25348_V
5.0,,RUE,ROBERT BRANCHARD,25349_V
5.0,,RUE,JULES VERNE,25350_V
44.0,,AV,DES ADAGES,25351_V
19.0,,RUE,AUX PERLES,25352_V
15.0,,RUE,GUY PATIN,25353_V
1.0,,RUE,J J ROUSSEAU,25354_V
35.0,,RUE,JEAN MOULIN,25355_V
1.0,,RUE,DEFRESNE BAST,25356_V
61.0,,AV,STALINGRAD,25357_V
10.0,,PL,DU BOIS COURLIS,25358_V
31.0,,BD,KARL MARX,25359_V
3.0,,RUE,AUGUSTE RENOIR,25360_V
3.0,,RUE,DES CHAMPIOUX,25361_V
6.0,T,RUE,JOHN LENNON,25362_V
11.0,,RUE,DU POIRIER FOURRIER,25363_V
14.0,,RUE,DE L ARCHE,25364_V
8.0,B,RUE,DE LA CROIX,25365_V
34.0,,RUE,DE LA BERTHIE,25366_V
23.0,,RUE,DES ROSES,25367_V
16.0,,RUE,FRANCOIS TRUFFAUT,25368_V
71.0,,AV,JEAN JAURES,25369_V
4.0,,RES,DE BRETAGNE,25370_V
17.0,,RUE,DES DESERTS,25371_V
19.0,,RUE,ERNESTINE,25372_V
16.0,B,AV,FOCH,25373_V
69.0,,RUE,ALFRED LABRIERE,25374_V
21.0,,AV,CAMILLE CLAUDEL,25375_V
83.0,,RUE,ANTONIN G BELIN,25376_V
6.0,,RES,CROIX BLANCHE,25377_V
5.0,B,RUE,ROBERT BRANCHARD,25378_V
66.0,B,RUE,EDOUARD VAILLANT,25379_V
2.0,,PL,FRANCOIS RABELAIS,25380_V
23.0,,AV,DU MARECHAL FOCH,25381_V
41.0,,RUE,ETIENNE BAST,25382_V
16.0,,AV,DU DOCTEUR FLAMENT,25383_V
13.0,,RUE,DE DIANE,25384_V
19.0,,AV,DU GENERAL LECLERC,25385_V
96.0,,RUE,DU GRAND PRIEUR,25386_V
30.0,,RUE,DE CHANTEPUITS,25387_V
116.0,,RUE,MAURICE BERTEAUX,25388_V
20.0,,RUE,DE LA PETITE RANGE,25389_V
87.0,,RUE,RENE BENAY,25390_V
5.0,B,AV,GENERAL DE GAULLE,25391_V
2.0,,RUE,DES RUISSEAUX,25392_V
8.0,,PL,DU MONTCEL,25393_V
7.0,,MAIL,JEAN BAPTISTE POQUELIN,25394_V
46.0,,AV,DE VERDUN,25395_V
10.0,,ESP,LES FRERES LUMIERE,25396_V
6.0,,PL,DE L ORME MACAIRE,25397_V
10.0,,RUE,AMBROISE PARE,25398_V
2.0,,RUE,DU SERGENT GUIGNOT,25399_V
7.0,,RUE,MAURICE UTRILLO,25400_V
31.0,,RUE,ETIENNE BAST,25401_V
6.0,,SQ,DU PICCOLO,25402_V
7.0,,RUE,VAUCONSANT,25403_V
29.0,,RUE,DU GENERAL SARRAIL,25404_V
16.0,,RUE,PAUL VAILLANT COUTURIER,25405_V
8.0,,ESP,SALVADOR ALLENDE,25406_V
48.0,,AV,DE LA VICTOIRE,25407_V
14.0,,IMP,PLAINCHAULT LACROIX,25408_V
110.0,,RUE,GABRIEL PERI,25409_V
3.0,,IMP,DE LA PAIX,25410_V
20.0,B,RUE,D ANGERS,25411_V
57.0,,ALL,TOULOUSE LAUTREC,25412_V
82.0,,RUE,NUNGESSER ET COLI,25413_V
6.0,,RES,DE BRETAGNE,25414_V
3.0,,SQ,DU PICCOLO,25415_V
29.0,,RUE,LOUIS BLANC,25416_V
4.0,,SQ,DU VILLAGE,25417_V
50.0,,RUE,DE CHANTEPUITS,25418_V
8.0,,RUE,D ARGENTEUIL,25419_V
23.0,,RUE,ROBERT BRANCHARD,25420_V
262.0,,AV,JEAN JAURES,25421_V
3.0,,AV,STALINGRAD,25422_V
93.0,,BD,CHARLES DE GAULLE,25423_V
6.0,,RUE,FERNAND CORMON,25424_V
7.0,,AV,DU PETIT MARLY,25425_V
9.0,,RUE,PIERRE ALTMEYER,25426_V
1.0,,SQ,DU VILLAGE,25427_V
1.0,,MAIL,DES PIRETINS,25428_V
6.0,,SQ,AQUITAINE,25429_V
36.0,,RUE,DE CERNAY,25430_V
161.0,,AV,GABRIEL PERI,25431_V
23.0,,RUE,VIGNON,25432_V
26.0,,RUE,MOZART,25433_V
4.0,,RUE,VOLTAIRE,25434_V
62.0,,RUE,GABRIEL PERI,25435_V
27.0,,RTE,DE PONTOISE,25436_V
4.0,,RUE,DAGUERRE,25437_V
5.0,,RUE,DE LA PETITE RANGE,25438_V
154.0,,RUE,MAURICE BERTEAUX,25439_V
10.0,,AV,STALINGRAD,25440_V
1.0,,SQ,DU PICCOLO,25441_V
69.0,,QUAI,DE SEINE,25442_V
146.0,,RUE,GABRIEL PERI,25443_V
1.0,,RUE,ROMY SCHNEIDER,25444_V
3.0,,RUE,DES GRANDES FONTAINES,25445_V
21.0,,RUE,DE LA TOURNADE,25446_V
15.0,,RUE,DE RETHONDES,25447_V
18.0,,CHE,DE MONTIGNY,25448_V
6.0,,RUE,MARINETTE REVILLON,25449_V
175.0,,BD,DU GENERAL DELAMBRE,25450_V
3.0,,PL,PIERRE SEMARD,25451_V
1.0,,RUE,MAURICE BERTEAUX,25452_V
24.0,,RUE,DE MONTESSON,25453_V
2.0,,ALL,DE GASCOGNE,25454_V
7.0,,RUE,DE RETHONDES,25455_V
7.0,B,RUE,DES BUCHETTES,25456_V
6.0,,AV,ARISTIDE MAILLOL,25457_V
72.0,,RUE,RENE BENAY,25458_V
4.0,T,RUE,DU PERREUX,25459_V
4.0,,RUE,DES CHASSEURS,25460_V
3.0,,IMP,DES ANEMONES,25461_V
16.0,,RUE,DE MONTESSON,25462_V
64.0,,AV,STALINGRAD,25463_V
35.0,,BD,KARL MARX,25464_V
20.0,,RUE,DE LA CROIX,25465_V
30.0,,RUE,CAREME PRENANT,25466_V
4.0,,PL,SALVADOR ALLENDE,25467_V
1.0,,RUE,FRANCIS CARTON,25468_V
12.0,,RUE,JOSSELIN,25469_V
18.0,,RUE,ROLAND GARROS,25470_V
26.0,,RUE,HENRI BARBUSSE,25471_V
23.0,,RUE,DE LA PROCESSION,25472_V
117.0,,RUE,JEAN MERMOZ,25473_V
12.0,B,RUE,LEOPOLD GAUTHERIN,25474_V
166.0,,RUE,MAURICE BERTEAUX,25475_V
5.0,,RUE,DU MARECHAL FOCH,25476_V
1.0,,MAIL,MADAME DE SEVIGNE,25477_V
12.0,,SQ,JULES FERRY,25478_V
7.0,,SQ,JULES FERRY,25479_V
1.0,,VLA,DE L ALLIANCE,25480_V
9.0,,RUE,JACQUES VERNIOL,25481_V
10.0,,SQ,JULES FERRY,25482_V
48.0,,RUE,RENE BRIAND,25483_V
31.0,,RUE,DE PONTOISE,25484_V
6.0,,AV,DE L'ESPACE,25485_V
108.0,,RUE,FERDINAND BERTHOUD,25486_V
58.0,,LOT,MONT VERNON I,25487_V
9094.0,,IMP,SIMONE,25488_V
5820.0,F,,HABITATION BEAUREGARD,25489_V
5973.0,F,,ANSE CARITAN,25490_V
5718.0,F,RES,CAMPUS VICTOR SCHOELCHER,25491_V
5973.0,F,RES,LES TERRASSES DE LA MARINA,25492_V
5265.0,,RES,CAIALI,25493_V
165.0,,RUE,DE LA FONTAINE DIDIER,25494_V
5070.0,F,,ANSE MITAN,25495_V
5001.0,,,VETIVER,25496_V
1737.0,F,LOT,LES PINS CARAIBES,25497_V
5602.0,,,BAS LIDO,25498_V
6282.0,F,,PLAISANCE,25499_V
40.0,,AV,DE MADIANA,25500_V
6.0,,RUE,DE LA CARANGUE,25501_V
5205.0,,LOT,LES GOYAVIERS,25502_V
5670.0,F,RES,VALINARIS,25503_V
5433.0,F,RES,ROMANA II,25504_V
5484.0,,RES,PRESTIGE DE LA MEYNARD,25505_V
36.0,B,LOT,LES HAUTS DE BARINGTHON,25506_V
82.0,,RUE,AUBIN EDMOND,25507_V
5241.0,F,,DIZAC,25508_V
6254.0,F,ALL,DES MONBINS,25509_V
5068.0,F,,MALLEVAUT,25510_V
31.0,,RES,PRESTIGE DE LA MEYNARD,25511_V
1354.0,F,CR,DE COCOTTE,25512_V
354.0,,RES,LES ALAMANDAS II,25513_V
5305.0,F,,LA DESIRADE,25514_V
5970.0,F,RES,LES JARDINS DE MABOUYAS,25515_V
14.0,,RUE,DES PECHEURS,25516_V
5447.0,F,RES,PRINCIPAUTE,25517_V
6187.0,F,,HAB SOUDON,25518_V
94.0,A,RTE,DE RAVINE VILAINE,25519_V
5767.0,F,RES,LES RAMIERS 1,25520_V
28.0,,RTE,DE RAVINE VILAINE,25521_V
22.0,,RUE,DES ANTHURIUMS,25522_V
1760.0,F,LOT,LES CITRONNELLES,25523_V
6152.0,F,RES,LE PATIO D ACAJOU,25524_V
5477.0,F,RES,PRINCIPAUTE,25525_V
9.0,,RUE,VINCENT JOLY,25526_V
25.0,,RUE,DES ANTHURIUMS,25527_V
123.0,,RTE,DE BALATA,25528_V
5390.0,F,RES,L OCEANE,25529_V
6148.0,F,RES,LES TERRASSES DE MADININA,25530_V
5424.0,F,RUE,DES FLAMBOYANTS,25531_V
5294.0,F,RES,LES PLEIADES CLUNY,25532_V
374.0,,,LES JARDINS DE BELLE POULE,25533_V
6851.0,F,RES,BARINGTHON - LA CHASSAING,25534_V
6032.0,F,VC,DE BOIS NEUF,25535_V
1142.0,F,,MONT VERT,25536_V
5868.0,F,,MORNE CARETTE,25537_V
5203.0,F,RES,ALPINIA,25538_V
116.0,,IMP,PRUNE MOUBIN,25539_V
6072.0,F,,ANSE CARITAN,25540_V
5083.0,,,DESCHAMPS,25541_V
1.0,,LOT,LE LAGON DE FLORIDA,25542_V
261.0,,RES,MOQUIA,25543_V
60.0,,RUE,DES POINSETTIA,25544_V
5077.0,F,,LES COTEAUX,25545_V
5394.0,F,,BASSIN TORTUE,25546_V
,,RES,ASTORIA,25547_V
20.0,,RUE,DE LA BECUNE,25548_V
5319.0,,RES,LES COTTAGES,25549_V
36.0,,AV,GEORGES PLISSONNEAU,25550_V
5220.0,,TSSE,DU LEVANT,25551_V
5146.0,F,RUE,DE LA PLAGE,25552_V
5871.0,,,RAISINIER,25553_V
34.0,,RUE,DES PECHEURS,25554_V
6166.0,F,RES,MAJORELIA,25555_V
5150.0,F,RES,DE LA BAIE,25556_V
5374.0,F,RUE,DES FLAMBOYANTS,25557_V
12.0,,CHE,MAGNAN (CR12),25558_V
5521.0,,,QUARTIER MORNE A L EAU,25559_V
57.0,,RTE,DE BEAUSEJOUR JAMBETTE,25560_V
5208.0,,RUE,DE LA SOURCE,25561_V
5447.0,F,,DIZAC,25562_V
5587.0,F,RES,IXORA ACAJOU,25563_V
38.0,,LOT,ANSE GROS RAISIN,25564_V
6505.0,F,,HABITATION BOIS CARRE,25565_V
10.0,A,AV,GEORGES PLISSONNEAU,25566_V
6742.0,F,RES,LES JARDINS D EMERAUDE,25567_V
5143.0,F,LOT,LE DOMAINE DE BELFOND,25568_V
5844.0,F,RES,LA VALLEE DE BOIS QUARRE,25569_V
13.0,,CITE,DILLON NORD EST,25570_V
5765.0,F,,HABITATION ROCHES CARREES,25571_V
503.0,,RES,IMM LA VIGIE,25572_V
13.0,,RUE,DES PECHEURS,25573_V
5849.0,F,RUE,BETHLEEM,25574_V
1171.0,F,,MONT VERT,25575_V
5255.0,F,AV,JEAN JAURES,25576_V
5160.0,,,HABITATION DESFOURNEAUX,25577_V
5919.0,F,RES,L EMERAUDE MORNE PAVILLON,25578_V
6680.0,F,,PAYS MELE,25579_V
98.0,,IMP,DES INDES,25580_V
268.0,,RES,SUCRIER,25581_V
5368.0,F,RES,GRAND VILLAGE,25582_V
560.0,,CHEM,DE LA SOURCE DE BADUEL,25583_V
9001.0,,RES,LES RIVES DU MAHURY,25584_V
4.0,,RES,CENTAURE,25585_V
16.0,,RUE,JULES MINIDOQUE,25586_V
18.0,B,RTE,DU MAHURY (RD1),25587_V
600.0,,LOT,RHUMERIE,25588_V
1.0,,RTE,DE RABAN,25589_V
6.0,,RUE,PAUL AQUIOUPOU,25590_V
9000.0,,RES,LES JARDINS DU MAHURY,25591_V
101.0,,CHEM,HILAIRE,25592_V
4.0,B,LOT,LA COLLINE,25593_V
9.0,,RES,LES JARDINS DU MAHURY,25594_V
533.0,,RTE,DE SUZINI,25595_V
,,ALL,DES ETOILES,25596_V
31.0,D,ALL,BLAISE CENDRARS,25597_V
845.0,,RTE,DE MONTJOLY (RD1),25598_V
1774.0,,RTE,DE REMIRE (RD2),25599_V
79.0,,IMP,DES OEILLETS D'INDE,25600_V
2510.0,,RTE,DE MONTABO (D1),25601_V
63.0,B,RUE,VERMONT POLYCARPE,25602_V
,,RES,LES ESTUDOMS,25603_V
5.0,,ROC,DE ZEPHIR,25604_V
,,RPT,GASTON MONNERVILLE,25605_V
4.0,,RUE,CANNE A SUCRE,25606_V
2120.0,,RTE,DE BADUEL,25607_V
375.0,,CHE,GRANT,25608_V
9.0,,RUE,CHAT MARGUAY,25609_V
19.0,,AV,AUGUSTIN SAINT CYR,25610_V
34.0,,AV,SAINT DOMINIQUE,25611_V
3.0,,RUE,DE L'INDIGOTERIE,25612_V
84.0,,CHE,DU MONT SAINT MARTIN,25613_V
45.0,,,SAINT MICHEL,25614_V
1892.0,,RTE,DE RABAN,25615_V
6.0,,RUE,RESEDA RADJOU,25616_V
1640.0,,AV,DES PLAGES,25617_V
11.0,,RLE,MOULIN A MAIS,25618_V
22.0,,RTE,DES EUCALYPTUS      LA MTA,25619_V
31.0,,RUE,MONTHYON,25620_V
32.0,,CHE,DES PECHERS,25621_V
12.0,,RUE,GASTON  DEFFERRE,25622_V
118.0,,CHE,DE BOIS ROUGE,25623_V
6.0,,RUE,PHILIBERT,25624_V
26.0,,RUE,DES BANCOULIERS,25625_V
23.0,,RUE,DES JACINTHES,25626_V
2.0,,RUE,JACQUOT,25627_V
8.0,,RUE,RAPHAEL BARQUISSEAU,25628_V
9.0,,RUE,DES MOUETTES,25629_V
63.0,,RUE,DE L EST,25630_V
22.0,,RUE,DES PANIERS,25631_V
8.0,,LOT,PIGNOLET DE FRESNES,25632_V
215.0,,BD,JEAN  JAURES,25633_V
27.0,,BD,SAINT FRANCOIS,25634_V
26.0,B,IMP,YLANG YLANG,25635_V
28.0,,CHE,DU BOIS DE NATTE,25636_V
212.0,,RUE,DES ARGONAUTES,25637_V
16.0,,ALL,DES PRIMEVERES,25638_V
107.0,,RUE,VOLTAIRE,25639_V
26.0,,RUE,DE L ABATTOIR,25640_V
662.0,,CHE,BRUNET,25641_V
40.0,,RUE,DES ENGAGES,25642_V
30.0,,RUE,LOUVART DE PONTLEVOYE,25643_V
1.0,C,RUE,DES MUREX,25644_V
19.0,,RUE,SAINTE MARIE,25645_V
69.0,,RTE,DE BOIS DE NEFLES,25646_V
44.0,,CHE,DES LONGOSES,25647_V
14.0,,RUE,DES PERVENCHES,25648_V
17.0,,RUE,DE LA COLLINE    CMLIAS 2,25649_V
45.0,D,AV,DE PORT LOUIS,25650_V
34.0,,RUE,DE LA CAVERNE  (ST PAUL),25651_V
72.0,,AV,EUDOXIE NONGE,25652_V
24.0,,CHE,DE LA VIERGE,25653_V
5.0,A,RUE,DES GOYAVES      STE CLOTI,25654_V
6.0,,RUE,DES JACINTHES,25655_V
16.0,T,RUE,LORY LES HAUTS,25656_V
45.0,,CHE,DES PECHERS,25657_V
12.0,,RUE,JUAN DE NOVA,25658_V
7.0,,RUE,DES SAPHIRS,25659_V
9.0,,AV,DES COCOTIERS,25660_V
3.0,,RUE,DES ROCHES,25661_V
29.0,,CD,25 DIT DE LA DIAGONALE,25662_V
8.0,,RUE,ALBERT LUTHULI,25663_V
10.0,,RUE,DU BOURG L ABBE,25664_V
24.0,,RUE,DE SAINTONGE,25665_V
79.0,,RUE,DES ARCHIVES,25666_V
131.0,,RUE,SAINT DENIS,25667_V
27.0,,RUE,DU GENERAL FOY,25668_V
13.0,,BD,DU TEMPLE,25669_V
3.0,,RUE,DU PERCHE,25670_V
67.0,,RUE,DE BRETAGNE,25671_V
62.0,,RUE,DE L ARBRE SEC,25672_V
70.0,,RUE,DE ROME,25673_V
7.0,,RUE,NOTRE DAME DE NAZARETH,25674_V
81.0,,RUE,D AMSTERDAM,25675_V
45.0,,RUE,DE SAINTONGE,25676_V
76.0,,AV,DES CHAMPS ELYSEES,25677_V
149.0,,RUE,DU TEMPLE,25678_V
12.0,,RUE,PELOUZE,25679_V
85.0,,RUE,DU TEMPLE,25680_V
3.0,,RUE,TREILHARD,25681_V
50.0,,RUE,DU GENERAL FOY,25682_V
5.0,,RUE,DE LABORDE,25683_V
23.0,,RUE,DES GRAVILLIERS,25684_V
37.0,,BD,DE SEBASTOPOL,25685_V
155.0,,RUE,DU FAUBOURG SAINT HONORE,25686_V
9.0,,RUE,DE LA CORDERIE,25687_V
39.0,,RUE,NOTRE DAME DE NAZARETH,25688_V
21.0,,RUE,DE NAPLES,25689_V
26.0,,RUE,CAMBON,25690_V
17.0,,RUE,DE CASTELLANE,25691_V
6.0,,RUE,BAILLEUL,25692_V
10.0,,RUE,COQUILLIERE,25693_V
22.0,,RUE,MURILLO,25694_V
35.0,,RUE,DE BERNE,25695_V
21.0,,RUE,DE MOSCOU,25696_V
178.0,,RUE,DU TEMPLE,25697_V
83.0,,RUE,VIEILLE DU TEMPLE,25698_V
50.0,,RUE,CHARLOT,25699_V
10.0,,RUE,DE LA GRANDE TRUANDERIE,25700_V
48.0,,RUE,CHAPON,25701_V
11.0,B,RUE,ELZEVIR,25702_V
1.0,B,RUE,JEAN MERMOZ,25703_V
322.0,,RUE,SAINT MARTIN,25704_V
19.0,,RUE,DE BERRI,25705_V
14.0,,RUE,DE MOSCOU,25706_V
2.0,,CITE,NOEL,25707_V
235.0,,RUE,DU FAUBOURG SAINT HONORE,25708_V
194.0,B,RUE,DE RIVOLI,25709_V
10.0,,RUE,LORD BYRON,25710_V
8.0,,AV,DE FRIEDLAND,25711_V
97.0,,RUE,SAINT HONORE,25712_V
10.0,,RUE,ROGER VERLOMME,25713_V
59.0,,RUE,AU MAIRE,25714_V
6.0,,RUE,ST PHILIPPE DU ROULE,25715_V
6.0,,RUE,DU MARCHE ST HONORE,25716_V
139.0,,RUE,DU TEMPLE,25717_V
314.0,,RUE,SAINT MARTIN,25718_V
39.0,,RUE,DE SAINT PETERSBOURG,25719_V
11.0,,RUE,DES FILLES DU CALVAIRE,25720_V
11.0,,RUE,DE PICARDIE,25721_V
170.0,,BD,HAUSSMANN,25722_V
7.0,,RUE,SAINT CLAUDE,25723_V
34.0,,RUE,DE TURENNE,25724_V
113.0,,BD,BEAUMARCHAIS,25725_V
51.0,,BD,BEAUMARCHAIS,25726_V
41.0,,RUE,DE COURCELLES,25727_V
1.0,,PL,DES VICTOIRES,25728_V
14.0,,RUE,BARBETTE,25729_V
22.0,,RUE,DU VERTBOIS,25730_V
10.0,,AV,DE MESSINE,25731_V
34.0,,RUE,DE RICHELIEU,25732_V
73.0,,RUE,CHARLOT,25733_V
63.0,,RUE,DES GRAVILLIERS,25734_V
53.0,,RUE,FRANCOIS 1ER,25735_V
76.0,,RUE,QUINCAMPOIX,25736_V
32.0,,AV,PIERRE 1ER DE SERBIE,25737_V
48.0,,RUE,DU ROCHER,25738_V
20.0,,RUE,DU LOUVRE,25739_V
68.0,,RUE,DES ARCHIVES,25740_V
13.0,,RUE,DE LA GRANDE TRUANDERIE,25741_V
304.0,,RUE,SAINT HONORE,25742_V
9.0,,RUE,DU CYGNE,25743_V
18.0,,RUE,CAFFARELLI,25744_V
17.0,,RUE,DE SAINT PETERSBOURG,25745_V
130.0,,RUE,DU TEMPLE,25746_V
62.0,,RUE,CHARLOT,25747_V
12.0,,RUE,CAFFARELLI,25748_V
237.0,,RUE,SAINT MARTIN,25749_V
31.0,,RUE,BOISSY D ANGLAS,25750_V
79.0,,RUE,NOTRE DAME DE NAZARETH,25751_V
34.0,,RUE,REAUMUR,25752_V
26.0,,RUE,MONTMARTRE,25753_V
31.0,,RUE,COQUILLIERE,25754_V
32.0,,RUE,MONTORGUEIL,25755_V
6.0,,RUE,DES HAUDRIETTES,25756_V
23.0,,RUE,DE RICHELIEU,25757_V
19.0,,RUE,DE LA TREMOILLE,25758_V
37.0,,BD,MALESHERBES,25759_V
29.0,,BD,DE COURCELLES,25760_V
5.0,,RUE,JEAN JACQUES ROUSSEAU,25761_V
10.0,,RUE,QUENTIN BAUCHART,25762_V
43.0,,RUE,REAUMUR,25763_V
20.0,,RUE,REAUMUR,25764_V
26.0,,RUE,DE SAINTONGE,25765_V
55.0,,RUE,CHARLOT,25766_V
45.0,,RUE,DE TURENNE,25767_V
15.0,,AV,DE MESSINE,25768_V
156.0,,RUE,SAINT HONORE,25769_V
144.0,,RUE,SAINT HONORE,25770_V
18.0,,RUE,DE MIROMESNIL,25771_V
11.0,,RUE,D ARTOIS,25772_V
34.0,,RUE,DE MONTPENSIER,25773_V
56.0,,RUE,BEAUBOURG,25774_V
17.0,,RUE,DU ROULE,25775_V
56.0,,RUE,SAINT HONORE,25776_V
54.0,,RUE,DU COLISEE,25777_V
8.0,,RUE,DES COUTURES SAINT GERVAIS,25778_V
65.0,,RUE,CHARLOT,25779_V
15.0,,RUE,VIGNON,25780_V
12.0,,RUE,DE CONSTANTINOPLE,25781_V
16.0,,RUE,VOLTA,25782_V
10.0,,RUE,DE MARIGNAN,25783_V
83.0,,RUE,DU TEMPLE,25784_V
50.0,,BD,MALESHERBES,25785_V
28.0,,RUE,DE TURBIGO,25786_V
5.0,,RUE,DES PYRAMIDES,25787_V
14.0,,CRS,ALBERT 1ER,25788_V
11.0,,BD,SAINT MARTIN,25789_V
16.0,,RUE,CAFFARELLI,25790_V
65.0,,RUE,DES GRAVILLIERS,25791_V
7.0,,RUE,JEAN GOUJON,25792_V
165.0,,BD,HAUSSMANN,25793_V
3.0,,RUE,BLONDEL,25794_V
31.0,,AV,MONTAIGNE,25795_V
17.0,,RUE,DUPHOT,25796_V
52.0,,RUE,DU VERTBOIS,25797_V
76.0,,RUE,DE TURENNE,25798_V
23.0,,BD,SAINT MARTIN,25799_V
1.0,,RUE,LORD BYRON,25800_V
9.0,,RUE,DES GRAVILLIERS,25801_V
92.0,,RUE,DE TURENNE,25802_V
40.0,,RUE,CHARLOT,25803_V
31.0,B,BD,SAINT MARTIN,25804_V
59.0,,BD,DE COURCELLES,25805_V
47.0,,RUE,DE COURCELLES,25806_V
165.0,,RUE,SAINT HONORE,25807_V
19.0,,PL,DE LA MADELEINE,25808_V
11.0,B,AV,BEAUCOUR,25809_V
30.0,,RUE,DE CONSTANTINOPLE,25810_V
80.0,,RUE,DE MIROMESNIL,25811_V
70.0,,RUE,DU FAUBOURG SAINT HONORE,25812_V
15.0,,BD,DES BATIGNOLLES,25813_V
55.0,,AV,FRANKLIN D ROOSEVELT,25814_V
4.0,,RUE,DES FRANCS BOURGEOIS,25815_V
22.0,,AV,DE L OPERA,25816_V
28.0,,RUE,PIERRE LESCOT,25817_V
9.0,,RUE,DE MARIGNAN,25818_V
6.0,,RUE,DU PONT AUX CHOUX,25819_V
6.0,,RUE,DU GRENIER SAINT LAZARE,25820_V
5.0,,RUE,DES PROUVAIRES,25821_V
9.0,,CITE,DUPETIT THOUARS,25822_V
2.0,,RUE,MALEVILLE,25823_V
49.0,,RUE,D AMSTERDAM,25824_V
226.0,,RUE,SAINT MARTIN,25825_V
17.0,,RUE,D ANJOU,25826_V
1.0,,RUE,DU FOIN,25827_V
9.0,,RUE,DE LA VILLE L EVEQUE,25828_V
10.0,,AV,DE L OPERA,25829_V
3.0,,RUE,DE TEHERAN,25830_V
17.0,,RUE,DU GENERAL FOY,25831_V
8.0,,RUE,PORTEFOIN,25832_V
14.0,,RUE,DE LA CORDERIE,25833_V
5.0,,RUE,DE TURBIGO,25834_V
60.0,,RUE,DU VERTBOIS,25835_V
17.0,,RUE,DE LA TREMOILLE,25836_V
30.0,,RUE,DE SAINT PETERSBOURG,25837_V
97.0,,RUE,DE TURENNE,25838_V
