No voie,B/T/Q,Type de voie,Voie,idVoie
6.0,,RUE,ALPHONSE DAUDET,9351_V
39.0,,RUE,DES FOSSETTES,9352_V
153.0,,RUE,DE LA BERNERIE,9353_V
52.0,,AV,PRESIDENT ROOSEVELT,9354_V
8.0,,ESC,ESCALIER GALIPAUD,9355_V
38.0,,RUE,JEAN DUPLESSIS,9356_V
17.0,,DOM,LES ECUREUILS,9357_V
227.0,,AV,DU MARECHAL FOCH,9358_V
38.0,,BD,OCEANIDES,9359_V
44.0,,BD,OCEANIDES,9360_V
12.0,,RUE,FERDINAND BUISSON,9361_V
2.0,,AV,DE LA POSTE,9362_V
90.0,T,AV,DES LORIETTES,9363_V
10.0,,AV,GRAVELAIS,9364_V
4.0,,RUE,MARCEL SEMBAT,9365_V
13.0,,RUE,DANIELLE CASANOVA,9366_V
12.0,B,AV,DE LA GARE,9367_V
40.0,,RTE,DE NANTES,9368_V
64.0,,RUE,ARISTIDE BRIAND,9369_V
46.0,,RUE,JEAN MARIE PERRET,9370_V
7034.0,,,LA BRETESCHE,9371_V
36.0,,BD,VICTOR HUGO,9372_V
61.0,,AV,DE BONNE SOURCE,9373_V
212.0,,BD,OCEANIDES,9374_V
2.0,,AV,BARBARA,9375_V
53.0,,AV,DE VILLENEUVE,9376_V
45.0,,RUE,DE CHATEAUBRIAND,9377_V
35.0,,RUE,ROGER SALENGRO,9378_V
77.0,,RUE,DE TRIGNAC,9379_V
7.0,,AV,LUCIE,9380_V
23.0,,RUE,JULES MANSART,9381_V
18.0,,RUE,LAFAYETTE,9382_V
4.0,,AV,DU COMMANDANT BOITARD,9383_V
19.0,,RUE,DE LA VECQUERIE,9384_V
99.0,,RTE,DE LA COTE D AMOUR,9385_V
36.0,,RUE,DU CROISIC,9386_V
139.0,,AV,DE BONNE SOURCE,9387_V
27.0,,AV,BOULANGER,9388_V
13.0,,AV,DE LA MER,9389_V
20.0,,BD,JEAN DE NEYMAN,9390_V
16.0,,AV,DU LITTORAL,9391_V
86.0,,AV,DE BONNE SOURCE,9392_V
8.0,,AV,DE LA REPUBLIQUE,9393_V
2.0,B,RUE,RENE GUY CADOU,9394_V
26.0,,AV,CHARLOTTE,9395_V
16.0,,AV,PORSON,9396_V
9.0,,RUE,HENRI DE BOISFLEURY,9397_V
52.0,,ALL,DES ALBATROS,9398_V
1.0,,RUE,JEAN PIERRE DUFREXOU,9399_V
11.0,,AV,ALBERT DE MUN,9400_V
23.0,,RUE,DU DOCTEUR ROUX,9401_V
15.0,,AV,ALBERT DE MUN,9402_V
3.0,,AV,DES COLS VERTS,9403_V
31.0,,RUE,DES CABOTEURS,9404_V
5.0,,RUE,VICTOR SCHOELCHER,9405_V
10.0,,AV,VILLES CHEVISSENS,9406_V
30.0,,RTE,DES LANDETTES,9407_V
2.0,,PAS,DE LA LIBERATION,9408_V
2.0,,RUE,ROGER SALENGRO,9409_V
11.0,,RUE,DU PRE DE LA RAMEE,9410_V
3.0,,PAS,DE CRAN,9411_V
6.0,,RUE,CHARLES DELESCLUZE,9412_V
3.0,,RUE,DE TOUTES AIDES,9413_V
6.0,,AV,DE LA REPUBLIQUE,9414_V
64.0,,AV,DE BONNE SOURCE,9415_V
33.0,,BD,LEON GAMBETTA,9416_V
8.0,,RUE,DE LA CHAPELLE,9417_V
96.0,,RUE,CHARLES LONGUET,9418_V
6.0,,AV,LOUISE,9419_V
19.0,,AV,GRAVELAIS,9420_V
17.0,,BD,SUNDERLAND,9421_V
119.0,,RTE,DE L OCEAN,9422_V
6.0,,IMP,DE LA COLONIE,9423_V
17.0,,RUE,ARTHUR RIMBAUD,9424_V
51.0,,RUE,DE NANTES,9425_V
23.0,,RUE,COMMANDANT CHARCOT,9426_V
12.0,,RUE,DU CORPS DE GARDE,9427_V
57.0,,AV,DE BONNE SOURCE,9428_V
4.0,,AV,BARBARA,9429_V
27.0,,ALL,DES PINGOUINS,9430_V
50.0,,BD,DE LA FRATERNITE,9431_V
5.0,,RUE,DE TABAGO,9432_V
10.0,,RUE,ANTOINE DE CONDORCET,9433_V
76.0,,RUE,FRANCOIS VOLTAIRE,9434_V
118.0,,RUE,DE TOUTES AIDES,9435_V
14.0,B,AV,DU VICE AMIRAL HALGAN,9436_V
9.0,A,AV,DES MIMOSAS,9437_V
15.0,,PL,DE L EGLISE,9438_V
10.0,,AV,DE LA REPUBLIQUE,9439_V
5.0,,RUE,DES CHANTIERS,9440_V
36.0,,AV,FERDINAND DE LESSEPS,9441_V
57.0,,RUE,DES CHARDONNERETS,9442_V
17.0,,BD,DE L OCEAN,9443_V
62.0,,AV,GRAVELAIS,9444_V
4.0,,RUE,HENRI GAUTIER,9445_V
1.0,,AV,DE LA CHAPELLE,9446_V
39.0,,RUE,DES CABOTEURS,9447_V
54.0,,AV,DU GENERAL DE GAULLE,9448_V
62.0,,AV,DE LA REPUBLIQUE,9449_V
6.0,,IMP,DES AIRELLES,9450_V
17.0,,BD,DE LA REPUBLIQUE,9451_V
39.0,,RUE,DU CDT GUSTAVE GATE,9452_V
3.0,,AV,DE LA CHAPELLE,9453_V
25.0,,BD,DE LA RENAISSANCE,9454_V
94.0,B,AV,DES LORIETTES,9455_V
39.0,,RUE,FREDERIC CHOPIN,9456_V
2.0,,PAS,HENRI GAUTIER,9457_V
23.0,,RUE,DES CHANTIERS,9458_V
26.0,,RUE,GUY DE MAUPASSANT,9459_V
14.0,,RUE,DE LA PLAGE,9460_V
6.0,,RUE,DU CHATEAU GAILLARD,9461_V
5.0,,RUE,DU MARECHAL LECLERC,9462_V
6554.0,,PL,HONORE DE BALZAC,9463_V
16.0,,AV,DE LA LAMBARDE,9464_V
19.0,,QUAI,RAGEOT DE LA TOUCHE,9465_V
8.0,,AV,PROFESSEUR THIROLOIX,9466_V
7.0,,AV,VICTOR DURUY,9467_V
10.0,,GR,GRANDE RUE,9468_V
5321.0,,CHE,DE LA PLANCHE (VC84),9469_V
26.0,,RUE,DU MARECHAL LECLERC,9470_V
81.0,,AV,LOUIS LAJARRIGE,9471_V
77.0,,AV,LOUIS LAJARRIGE,9472_V
18.0,,RUE,BRETONNIE (VC47),9473_V
27.0,,RUE,DE LA MAIRIE,9474_V
43.0,,AV,ALFRED BRUNEAU,9475_V
29.0,,RUE,AMIRAL COURBET,9476_V
9021.0,,ALL,DE PENCHATEAU,9477_V
7501.0,,PL,DU TREHIC,9478_V
13.0,,QUAI,DE LA PETITE CHAMBRE,9479_V
22.0,,RUE,PAUL LESAGE,9480_V
14.0,,ALL,DES FAUNES,9481_V
10.0,,AV,DE PORT VAL (RD45),9482_V
41.0,,AV,OLIVIER GUICHARD,9483_V
4.0,,ALL,DE KER MAHE,9484_V
5.0,,AV,RENE GUY CADOU,9485_V
26.0,,RUE,DU PRE POMMAN,9486_V
9004.0,,RUE,LOUIS LODAY,9487_V
23.0,,QUAI,SAINT PAUL,9488_V
24.0,,AV,D ARMORIQUE,9489_V
15.0,,BD,GENERAL DE GAULLE,9490_V
11.0,,BD,DOCTEUR RENE DUBOIS,9491_V
19.0,,BD,DOCTEUR RENE DUBOIS,9492_V
109.0,,RTE,DE KERJACOT,9493_V
3.0,B,AV,DU CONNETABLE,9494_V
10.0,,BD,GENERAL DE GAULLE,9495_V
14.0,,RUE,GENERAL LECLERC,9496_V
4.0,,ALL,DE LA MEUNERIE,9497_V
265.0,,AV,MAL DE LATTRE DE TASSIGNY,9498_V
9.0,,AV,DES ROSEAUX,9499_V
7238.0,,RUE,DU GOLF,9500_V
40.0,,RUE,DE BRETAGNE,9501_V
6.0,,ALL,DE LA GUILLERAIE,9502_V
12.0,,ALL,DES ALOES,9503_V
1.0,,QUAI,DU MAIL DE BROC (RD245),9504_V
18.0,,AV,DU GENERAL DE GAULLE,9505_V
14.0,,AV,JEAN DE NEYMAN,9506_V
32.0,,RUE,DU BOIS,9507_V
6728.0,,BD,DE LA FRATERNITE,9508_V
271.0,,RUE,DE LOZEPIENNE (VC2),9509_V
4.0,,ALL,DU PARC DE GUMBRASSE,9510_V
29.0,B,FG,ST ARMEL,9511_V
3.0,,RUE,DOCTEUR LE ROUZIC,9512_V
6531.0,,RTE,DE PORT KENNET,9513_V
1.0,,ALL,DES IFS,9514_V
1.0,,ALL,DE LA GUILLERAIE,9515_V
5.0,B,ALL,DU BERCAIL,9516_V
6.0,,AV,PAUL GAUGUIN,9517_V
2.0,,AV,DE LA CONCORDE,9518_V
36.0,,AV,LOUIS LAJARRIGE,9519_V
8.0,,RUE,VANNETAISE,9520_V
35.0,,AV,DE LA PIERRE LONGUE (RD45),9521_V
105.0,,BD,DE L OCEAN,9522_V
2.0,,BD,GAL LECLERC (VC9),9523_V
4.0,,BD,GENERAL DE GAULLE,9524_V
6.0,,ALL,DU MARECHAL FERRANT,9525_V
1.0,,BD,DOCTEUR RENE DUBOIS,9526_V
50.0,,RUE,DE LA GARE,9527_V
15.0,,AV,JOSSELIN,9528_V
19.0,,CHE,DE LA FURGUAI,9529_V
4.0,,RUE,DE LA MARJOLAINE,9530_V
25.0,,RUE,DU MAL FOCH (VC10),9531_V
35.0,,BD,DE L OCEAN,9532_V
2.0,,AV,BERLIOZ,9533_V
27.0,,BD,BELLANGER,9534_V
5.0,,RUE,JEAN DE LAISNE,9535_V
17.0,D,RUE,DE L OCEAN,9536_V
104.0,,BD,DE L OCEAN,9537_V
32.0,,AV,DE CUY,9538_V
111.0,,BD,DE L OCEAN,9539_V
7.0,,AV,DU COMMANDANT DE NERVO,9540_V
10.0,,AV,DE SAUMUR,9541_V
143.0,B,AV,DU GENERAL DE GAULLE,9542_V
8.0,,RUE,JULIEN JAUNAIS,9543_V
55.0,,BD,DE L OCEAN,9544_V
5.0,,AV,SAINT HUBERT,9545_V
11.0,,ALL,DE LA MEUNERIE,9546_V
53.0,,RUE,HENRI BOURNOUVEAU,9547_V
2.0,B,RTE,DE LA TURBALLE,9548_V
6098.0,,IMP,DU FOUR A PAIN,9549_V
6.0,,AV,ANDRIEU,9550_V
237.0,,AV,MAL DE LATTRE DE TASSIGNY,9551_V
5.0,,PL,D ARMES,9552_V
5.0,,ALL,DE LA GUILLERAIE,9553_V
64.0,,AV,DE CUY,9554_V
9.0,,AV,DE DAMPIERRE,9555_V
10.0,,BD,HENNECART,9556_V
38.0,,AV,JEAN MERMOZ,9557_V
33.0,,AV,DE MESORE,9558_V
14.0,,RTE,DE SAINT NUDEC,9559_V
40.0,,AV,DU BOIS D AMOUR,9560_V
20.0,A,CHE,DE LA FURGUAI,9561_V
25.0,,RUE,DES LAMINAIRES,9562_V
20.0,,RUE,MAXIME AUDOUIN,9563_V
34.0,,BD,DOCTEUR RENE DUBOIS,9564_V
9.0,,RUE,DE L EGLISE,9565_V
10.0,,ESP,BENOIT,9566_V
23.0,,AV,DUGUESCLIN,9567_V
27.0,,RUE,DU CROISIC,9568_V
132.0,,AV,MAL DE LATTRE DE TASSIGNY,9569_V
47.0,,BD,DOCTEUR RENE DUBOIS,9570_V
44.0,,BD,DOCTEUR RENE DUBOIS,9571_V
16.0,,RUE,DU CROISIC,9572_V
62.0,,AV,MARECHAL JOFFRE,9573_V
14.0,,AV,JOSSELIN,9574_V
9022.0,,AV,DES CELTES,9575_V
14.0,,AV,PRIMAUGUET,9576_V
22.0,,RUE,DU PILORI (VC1),9577_V
7.0,,ALL,DE LA GUILLERAIE,9578_V
124.0,,AV,DES LILAS,9579_V
59.0,,BD,DE L OCEAN,9580_V
33.0,,AV,DES IBIS,9581_V
141.0,,RTE,DES CALABRES,9582_V
16.0,B,ALL,DES ALOES,9583_V
1.0,,ALL,DES GNOMES,9584_V
49.0,,RUE,DU MARECHAL JUIN,9585_V
3.0,B,AV,SUSER,9586_V
2.0,,AV,ALSACE LORRAINE,9587_V
31.0,,AV,PIERRE LOTI,9588_V
2.0,B,AV,PAUL GAUGUIN,9589_V
83.0,,BD,GAL LECLERC (VC9),9590_V
9000.0,,AV,ANNE DE BRETAGNE,9591_V
20.0,,AV,CAMILLE CLAUDEL,9592_V
5.0,,RUE,BARJULE (VC35),9593_V
10.0,,RUE,SAINT GEORGES,9594_V
2.0,,RUE,DES ANCIENNES ECOLES,9595_V
16.0,,PL,SAINT NICOLAS,9596_V
20.0,,RUE,DU FAUBOURG DE BERE,9597_V
28.0,,RUE,DE LA HAUTE CROIX,9598_V
13.0,,RUE,DE GAUCOURT,9599_V
123.0,,AV,SAINT MICHEL,9600_V
44.0,,RUE,DE LA CHARPENTERIE,9601_V
227.0,,RUE,DE L ARDOUX,9602_V
120.0,,RUE,DES POILUS,9603_V
29.0,,FG,SAINT VINCENT,9604_V
2.0,,RUE,DES PERVENCHES,9605_V
28.0,,RUE,GUSTAVE EIFFEL,9606_V
481.0,,AV,DU LOIRET,9607_V
11.0,,RUE,GIRODET,9608_V
8.0,,RUE,OLYMPE DE GOUGES,9609_V
239.0,,FG,SAINT VINCENT,9610_V
15.0,,BD,ROCHEPLATTE,9611_V
8.0,,BD,DE QUEBEC,9612_V
13.0,,ALL,DES ERABLES,9613_V
36.0,,RUE,ESPADON,9614_V
153.0,,ALL,DES CHARDONNERETS,9615_V
1.0,B,RUE,GEORGES POMPIDOU,9616_V
2.0,,PL,VOLTAIRE,9617_V
269.0,,AV,DU LOIRET,9618_V
140.0,,RUE,DE LA REINE BLANCHE,9619_V
320.0,,RUE,DE L ENFER,9620_V
21.0,,RES,DES CHATAIGNIERS,9621_V
2.0,,ALL,DES MARRONNIERS,9622_V
11.0,,RUE,DES TROIS MARIES,9623_V
157.0,,RUE,AUX CHATS,9624_V
235.0,,FG,SAINT VINCENT,9625_V
8.0,,RUE,GEORGES POPOT,9626_V
1.0,,AV,DE L EUROPE,9627_V
520.0,,AV,DU LOIRET,9628_V
12.0,,ALL,DES MARINIERS,9629_V
36.0,,RUE,FBG ST JEAN,9630_V
11.0,,RUE,THEOPHILE GAUTIER,9631_V
21.0,,RUE,DE LA BUTTE,9632_V
8.0,,RUE,DES PERVENCHES,9633_V
350.0,,RUE,DE VILLESERIN,9634_V
42.0,,RUE,DE BOURGOGNE,9635_V
17.0,,RUE,BANNIER,9636_V
6.0,,BD,DE QUEBEC,9637_V
13.0,B,RUE,DE LA PRAIRIE,9638_V
103.0,,RUE,D ILLIERS,9639_V
110.0,,BD,DE LAMBALLE,9640_V
69.0,,RUE,DES ARMENAULT,9641_V
56.0,B,RTE,DE ST MESMIN,9642_V
10.0,B,RUE,D AMBERT,9643_V
9.0,,ALL,DU 2E REGIMENT DE HUSSARDS,9644_V
65.0,,ALL,DES LORIOTS,9645_V
10.0,,AV,JEAN ZAY,9646_V
16.0,,AV,DE LA RIVIERE DES BOIS,9647_V
4.0,,RUE,DES BOUTEILLES,9648_V
14.0,,RUE,DE LA CLAYE,9649_V
24.0,,RUE,DE LA REPUBLIQUE,9650_V
13.0,,RUE,HECTOR BERLIOZ,9651_V
31.0,,RUE,DES ARMENAULT,9652_V
13.0,,PL,DE LA COMMUNE,9653_V
39.0,,RUE,DES SANSONNIERES,9654_V
24.0,T,BD,MARIE STUART,9655_V
3.0,,RUE,VIEILLE LEVEE,9656_V
7.0,,RUE,DE LA PRAIRIE,9657_V
405.0,,AV,DU LOIRET,9658_V
123.0,,RUE,GAMBETTA,9659_V
36.0,,RUE,DU PONT BORDEAU,9660_V
229.0,,RUE,DE L ARDOUX,9661_V
1.0,,RUE,DE JUSSIEU,9662_V
100.0,,RUE,DES PIES,9663_V
19.0,,RUE,GREFFIER,9664_V
2.0,,QUAI,BARENTIN,9665_V
19.0,,RUE,DES PINSONS,9666_V
142.0,,RUE,DE BOURGOGNE,9667_V
16.0,,RUE,DE PATAY,9668_V
11.0,,RUE,PONSON DU TERRAIL,9669_V
72.0,,RUE,GUSTAVE FLAUBERT,9670_V
8.0,,ALL,DES MERISIERS,9671_V
27.0,,RUE,JULES GUESDE,9672_V
125.0,,RUE,BANNIER,9673_V
1.0,,RUE,DE LAMBALLE,9674_V
71.0,,BD,JOHN F KENNEDY,9675_V
90.0,,RUE,DE LA SOMME,9676_V
2.0,,RUE,GEORGES POPOT,9677_V
17.0,,RUE,DE LA PRAIRIE,9678_V
13.0,,PL,GASPARD DE COLIGNY,9679_V
21.0,,AV,DE L ARGONNE,9680_V
6.0,,ALL,DES NARCISSES,9681_V
26.0,T,BD,MARIE STUART,9682_V
797.0,,RUE,DE LA MONTJOIE,9683_V
122.0,,BD,DE LAMBALLE,9684_V
7.0,,RUE,MAX JACOB,9685_V
56.0,B,RUE,DU BALLON,9686_V
25.0,,RUE,DE LA LIONNE,9687_V
4.0,,RUE,PIERRE HEUSLIN,9688_V
159.0,,RUE,GUSTAVE FLAUBERT,9689_V
41.0,,AV,PIERRE MENDES FRANCE,9690_V
180.0,,RUE,DE MELLERAY,9691_V
20.0,,ALL,DE LA PETITE CERISE,9692_V
2.0,,RUE,ALBERT CAMUS,9693_V
3.0,,RUE,DE CHAMBORD,9694_V
24.0,,RUE,DES BONS ENFANTS,9695_V
22.0,,RUE,DU COL FOUREST,9696_V
94.0,,RUE,DE LA SOMME,9697_V
22.0,,RUE,GEORGES POMPIDOU,9698_V
27.0,,RUE,DE LA MARINE DE LOIRE,9699_V
4.0,,PL,DE LA BASCULE,9700_V
6.0,,RUE,DE SOLFERINO,9701_V
14.0,,RUE,NEUVE TUDELLE,9702_V
24.0,,ALL,DU CLOS FLEURI,9703_V
6.0,,SQ,LE CORBUSIER,9704_V
5.0,,RUE,CHANTELOUP,9705_V
95.0,,RUE,DE COULMIERS,9706_V
10.0,,RUE,MAL FOCH,9707_V
41.0,T,RUE,DES ANGUIGNIS,9708_V
12.0,T,RUE,DU PETIT PAILLY,9709_V
1939.0,,RUE,DU GEN DE GAULLE,9710_V
121.0,,RUE,GAMBETTA,9711_V
11.0,,RUE,GUIGNEGAULT,9712_V
13.0,,RUE,DE LA MARNE,9713_V
4.0,,RUE,DE VIGNOLLES,9714_V
43.0,,RUE,DE BEAUVOIR,9715_V
6.0,,RUE,DE LA BOURIE ROUGE,9716_V
36.0,,RUE,JEAN JAURES,9717_V
75.0,,RUE,DU FG DE BOURGOGNE,9718_V
4.0,,RUE,ALEXANDRE CABOCHE,9719_V
37.0,,RUE,DES SANSONNIERES,9720_V
86.0,,RUE,DE BOURGOGNE,9721_V
10.0,,PL,JEAN PHILIPPE RAMEAU,9722_V
60.0,,RUE,DE LA MAIRIE,9723_V
41.0,,RUE,ETIENNE DOLET,9724_V
227.0,,RUE,JEAN ZAY,9725_V
143.0,,RUE,DU FBG DE BOURGOGNE,9726_V
168.0,,RUE,DU FBG DE BOURGOGNE,9727_V
117.0,,FG,BANNIER,9728_V
11.0,,RUE,DES BENARDIERES,9729_V
32.0,,RUE,DE LA LIONNE,9730_V
2.0,,RUE,DE LA PRAIRIE,9731_V
18.0,B,QUAI,DU FORT ALLEAUME,9732_V
384.0,,RUE,DE LA FASSIERE,9733_V
44.0,,RUE,DE PATAY,9734_V
3.0,,RUE,DES CLOCHES ST PAUL,9735_V
254.0,,FG,SAINT VINCENT,9736_V
332.0,,AV,DU LOIRET,9737_V
4.0,,ALL,DES ROSERAIES,9738_V
64.0,,RUE,FBG ST JEAN,9739_V
302.0,,ALL,DES COURLIS,9740_V
13.0,,RUE,DEMAY,9741_V
94.0,,RUE,DES CARMES,9742_V
18.0,,RUE,ANTIGNA,9743_V
65.0,,RUE,NICOLE DUCLOS,9744_V
39.0,,RUE,DE BEL AIR,9745_V
65.0,,FG,BANNIER,9746_V
203.0,,FG,BANNIER,9747_V
322.0,,RUE,DU FBG BANNIER,9748_V
337.0,,AV,DU LOIRET,9749_V
2.0,,RUE,ST PAUL,9750_V
10.0,,RUE,MAURICE BERGER,9751_V
31.0,,RUE,DU FAUBOURG MADELEINE,9752_V
1.0,,PL,ST LAURENT,9753_V
180.0,,RUE,DES POILUS,9754_V
22.0,,PL,DU VIEUX MARCHE,9755_V
41.0,,RUE,FRANCOIS MARGOTTIN,9756_V
15.0,,RUE,DES CURES,9757_V
97.0,,RUE,DE LA BORDE,9758_V
11.0,,ALL,DES ROSERAIES,9759_V
4.0,,RUE,DU GAIGNEAU,9760_V
56.0,,RUE,BRISE PAIN,9761_V
380.0,,RUE,PASSE DEBOUT,9762_V
23.0,,RUE,DE LA REPUBLIQUE,9763_V
45.0,,RUE,DU BALLON,9764_V
417.0,,AV,DU LOIRET,9765_V
16.0,,RUE,DES HANNEQUINS,9766_V
8.0,,ALL,NUNGESSER ET COLI,9767_V
21.0,,AV,ALAIN SAVARY,9768_V
5.0,,ALL,DES PERVENCHES,9769_V
10.0,,RUE,DU CAP GUSTAVE DE BOISSIEU,9770_V
20.0,,RUE,DU CDT DE POLI,9771_V
475.0,,FG,BANNIER,9772_V
11.0,,BD,JEAN JAURES,9773_V
1.0,,AV,D ILVESHEIM,9774_V
10.0,,BD,DE QUEBEC,9775_V
20.0,,RUE,DE L ANGE,9776_V
1.0,,RUE,ST YVES,9777_V
2.0,,ALL,DES MERISIERS,9778_V
8.0,,AV,JEAN ZAY,9779_V
1.0,,RUE,FOUGEREAU,9780_V
26.0,,RUE,PORTE ST JEAN,9781_V
30.0,,RUE,DE CAMBRAI,9782_V
11.0,,RUE,DE LA BRECHE,9783_V
14.0,,RUE,DU CHANGE,9784_V
200.0,,ALL,DES 4 VENTS,9785_V
2.0,,RUE,DES TEMPLES,9786_V
2.0,,RUE,DES DEPORTES,9787_V
23.0,,RUE,DE LA MAIRIE,9788_V
2.0,T,RUE,DU COSSON,9789_V
1.0,,RUE,GIRARD,9790_V
13.0,,RUE,ROMAIN ENTEN,9791_V
12.0,,RUE,DES FORGES,9792_V
1.0,,RUE,DE LA TOUCHE,9793_V
17.0,,RUE,DE LA CROIX DES PLANTES,9794_V
1.0,T,RUE,SAINT MICHEL,9795_V
60.0,,RTE,D ORLEANS,9796_V
51.0,,RUE,GENERAL LECLERC,9797_V
52.0,,GR,GRANDE RUE,9798_V
1.0,,RUE,DES MAUVES,9799_V
25.0,,RTE,D ORLEANS,9800_V
6.0,,ALL,DES MESSAUDIERES,9801_V
50.0,,AV,DU GATINAIS,9802_V
1.0,,RUE,DE BASMONT,9803_V
16.0,,AV,DES HAUTS DE LUTZ,9804_V
1.0,A,RUE,GAMBETTA,9805_V
14.0,,RUE,DES MOUSSIERES,9806_V
8.0,,BD,DU SAUMON,9807_V
8.0,,RUE,DE LA SIRENE,9808_V
2.0,,PL,DE LA HALLE,9809_V
24.0,,RUE,DE L EGALITE,9810_V
31.0,,BD,CARNOT,9811_V
4.0,,RUE,RASPAIL,9812_V
1.0,,RUE,ROSA BONHEUR,9813_V
9.0,,BD,DU CHINCHON,9814_V
1.0,B,RUE,KLEBER,9815_V
16.0,,BD,BELLES MANIERES,9816_V
33.0,,RUE,DE VIMORY,9817_V
4.0,,RUE,VINCENT VAN GOGH,9818_V
30.0,,AV,LOUIS MAURICE CHAUTEMPS,9819_V
7.0,,RUE,DU CANAL,9820_V
13.0,,RUE,GUDIN,9821_V
1.0,,,BOIS DE LA CAVE HAUTE,9822_V
21.0,,RUE,MARLIN,9823_V
420.0,,RUE,DU GENETOY,9824_V
19.0,,RUE,COLIGNY,9825_V
40.0,,AV,GAILLARDIN,9826_V
45.0,,RUE,DU RELAIS,9827_V
12.0,,RUE,PIERRE BROSSOLETTE,9828_V
4.0,,ALL,DE LA RES TOURELLES,9829_V
433.0,,RUE,DE LA NIVELLE,9830_V
37.0,,RUE,DE LOING,9831_V
4.0,T,RUE,DUTHUARD,9832_V
7.0,,PL,DU MARTROI,9833_V
7.0,,RUE,DE LA PILONNE,9834_V
5.0,B,MAIL,SUD,9835_V
11.0,,AV,DU GEN LECLERC,9836_V
7.0,,RUE,DU 28 NOVEMBRE,9837_V
3.0,,RUE,ST ELOI,9838_V
34.0,,FG,GATINAIS,9839_V
4.0,,RUE,DU CAPITAINE GIRY,9840_V
15.0,,AV,LEVIS MIREPOIX,9841_V
16.0,,RUE,DU PARC,9842_V
1.0,,AV,LLOYD GEORGE,9843_V
21.0,,RUE,PORTE DE SOLOGNE,9844_V
1.0,,RUE,DU PARC,9845_V
7.0,,RTE,D ISDES,9846_V
54.0,,RUE,ALBERT COSSONNET,9847_V
2.0,B,AV,DES MONTOIRES,9848_V
11.0,,RUE,DE LA LIBERTE,9849_V
19.0,,RUE,DES BRIQUETERIES,9850_V
335.0,,RUE,ST AMBROISE,9851_V
5010.0,,RTE,DU PONT DE BARROY,9852_V
44.0,,RUE,RICHARD COEUR DE LION,9853_V
4.0,,IMP,DARNALT,9854_V
9002.0,,IMP,DE ST ARNAUD,9855_V
19.0,,AV,MASSENET,9856_V
28.0,B,RUE,DE LA COLONNE,9857_V
9002.0,,RUE,ERNEST SARROU,9858_V
5004.0,,,AU PEINTRE,9859_V
28.0,,BD,EDOUARD LACOUR,9860_V
5001.0,,,MAYNEOU,9861_V
1026.0,,CHE,DE TOURTERAS,9862_V
69.0,,BD,DE LA LIBERTE,9863_V
21.0,,RUE,DURANTON,9864_V
1.0,,RUE,HORTENSE SCHNEIDER,9865_V
7.0,,,BLAIRE,9866_V
10.0,,RUE,JACQUARD,9867_V
5015.0,,RTE,DU PONT DE BARROY,9868_V
6.0,,BD,SYLVAIN DUMON,9869_V
9006.0,,RUE,DU MAL LANNES,9870_V
16.0,,RUE,DES AMBANS,9871_V
9004.0,,RUE,TOLSTOI,9872_V
61.0,,AV,MICHEL RICARD,9873_V
148.0,,RUE,DE CARTOU,9874_V
559.0,B,RUE,LAVOISIER,9875_V
90.0,,AV,MICHELET,9876_V
9005.0,,RUE,TOLSTOI,9877_V
9001.0,,IMP,DE ST ARNAUD,9878_V
17.0,,RUE,ALBERT CAMUS,9879_V
1.0,B,AV,DE PORTACOMARO,9880_V
148.0,,CHE,DE LALANNE,9881_V
374.0,,RTE,DE BEDAT,9882_V
23.0,,RUE,DE SEVIN,9883_V
4.0,,RUE,ERNEST RENAN,9884_V
103.0,,AV,JEAN JAURES,9885_V
5001.0,,,AUX ANGES,9886_V
37.0,,,BLAIRE,9887_V
71.0,,ALL,D ALBRET,9888_V
5000.0,,RUE,MARCEL PREVOST,9889_V
5001.0,,RUE,ROGER TARENQUE,9890_V
9007.0,,RUE,DE LESTAGE,9891_V
62.0,,RUE,DES COQUELICOTS,9892_V
2.0,B,RUE,LISBONNE,9893_V
15.0,,RUE,DU REMPART DU PIN,9894_V
32.0,,AV,GEORGES CUVIER,9895_V
4.0,,RUE,DE STRASBOURG,9896_V
1.0,,RUE,VERLAINE,9897_V
13.0,,RUE,DU VINGTIEME DE LIGNE,9898_V
68.0,T,RUE,GAMBETTA,9899_V
67.0,,CRS,DE VERDUN,9900_V
7.0,,RUE,EJEA DE LOS CABALLEROS,9901_V
42.0,,RUE,JEAN MERMOZ,9902_V
4.0,,RUE,STE GERMAINE,9903_V
57.0,,BD,ULYSSE CASSE,9904_V
1.0,,RUE,OLIVIER MESSIAEN,9905_V
123.0,,RUE,DE TOMBELOLY,9906_V
51.0,B,BD,DE LA LIBERTE,9907_V
9.0,,RUE,MERCADE,9908_V
27.0,,RUE,GARONNE,9909_V
9001.0,,RUE,HENRI DE BOURNAZEL,9910_V
1.0,,ALL,MONTLABOUR,9911_V
9004.0,,PL,LEO LAGRANGE,9912_V
63.0,,AV,DU GENERAL DE GAULLE,9913_V
1559.0,,,MON DESIR,9914_V
5401.0,,,LA MENUISIERE,9915_V
28.0,,RUE,LAKANAL,9916_V
36.0,,RUE,BERNARD PALISSY,9917_V
59.0,,RUE,DES FONTANELLES,9918_V
27.0,,RUE,DE LA FRATERNITE,9919_V
3.0,,RUE,DES JARDINS,9920_V
9002.0,,RUE,HENRI DE BOURNAZEL,9921_V
36.0,,RUE,DE CONTIEGES,9922_V
