Commune,Code departement,idCommune
LA ROCHE-GUYON,95,3010_C
GENAINVILLE,95,3011_C
BRUYERES-SUR-OISE,95,3012_C
LABBEVILLE,95,3013_C
VETHEUIL,95,3014_C
GOUSSAINVILLE,95,3015_C
BELLOY-EN-FRANCE,95,3016_C
GONESSE,95,3017_C
DOMONT,95,3018_C
ARNOUVILLE,95,3019_C
ROISSY-EN-FRANCE,95,3020_C
SAINT-BRICE-SOUS-FORET,95,3021_C
GARGES-LES-GONESSE,95,3022_C
ECOUEN,95,3023_C
LE THILLAY,95,3024_C
SARCELLES,95,3025_C
MONTSOULT,95,3026_C
SAINT-WITZ,95,3027_C
EZANVILLE,95,3028_C
BOUFFEMONT,95,3029_C
MAFFLIERS,95,3030_C
BAILLET-EN-FRANCE,95,3031_C
LOUVRES,95,3032_C
FOSSES,95,3033_C
VILLIERS-LE-BEL,95,3034_C
LUZARCHES,95,3035_C
VILLERON,95,3036_C
VEMARS,95,3037_C
VIARMES,95,3038_C
BONNEUIL-EN-FRANCE,95,3039_C
SURVILLIERS,95,3040_C
MOISSELLES,95,3041_C
ASNIERES-SUR-OISE,95,3042_C
PUISEUX-EN-FRANCE,95,3043_C
FONTENAY-EN-PARISIS,95,3044_C
CHAUMONTEL,95,3045_C
SEUGY,95,3046_C
MONTMORENCY,95,3047_C
ERMONT,95,3048_C
EAUBONNE,95,3049_C
FRANCONVILLE LA GARENNE,95,3050_C
PLESSIS-BOUCHARD (LE),95,3051_C
FREPILLON,95,3052_C
TAVERNY,95,3053_C
ENGHIEN LES BAINS,95,3054_C
ST LEU LA FORET,95,3055_C
ST GRATIEN,95,3056_C
DEUIL LA BARRE,95,3057_C
BEAUCHAMP,95,3058_C
GROSLAY,95,3059_C
BESSANCOURT,95,3060_C
SAINT-PRIX,95,3061_C
MARGENCY,95,3062_C
SOISY SS MONTMORENCY,95,3063_C
MONTMAGNY,95,3064_C
MONTLIGNON,95,3065_C
ANDILLY,95,3066_C
SANNOIS,95,3067_C
HERBLAY-SUR-SEINE,95,3068_C
ARGENTEUIL,95,3069_C
MONTIGNY LES CORMEILLES,95,3070_C
BEZONS,95,3071_C
LA FRETTE-SUR-SEINE,95,3072_C
CORMEILLES-EN-PARISIS,95,3073_C
SAINT MARTIN,971,3074_C
SAINTE ANNE,972,3075_C
SCHOELCHER,972,3076_C
MARIN,972,3077_C
FORT DE FRANCE,972,3078_C
TROIS ILETS,972,3079_C
CASE PILOTE,972,3080_C
DUCOS,972,3081_C
LE LAMENTIN,972,3082_C
DIAMANT,972,3083_C
VAUCLIN,972,3084_C
SAINT JOSEPH,972,3085_C
SAINTE LUCE,972,3086_C
FRANCOIS,972,3087_C
ROBERT,972,3088_C
AJOUPA BOUILLON,972,3089_C
TRINITE,972,3090_C
GROS MORNE,972,3091_C
CAYENNE,973,3092_C
REMIRE MONTJOLY,973,3093_C
KOUROU,973,3094_C
MATOURY,973,3095_C
SAINT LAURENT DU MARONI,973,3096_C
SAINTE MARIE,974,3097_C
SAINT DENIS,974,3098_C
SAINT-PAUL,974,3099_C
SAINT-BENOIT,974,3100_C
SAINT-ANDRE,974,3101_C
LA POSSESSION,974,3102_C
SAINT PIERRE,974,3103_C
SAINT-LEU,974,3104_C
PARIS 03,75,3105_C
PARIS 01,75,3106_C
PARIS 08,75,3107_C
PARIS 06,75,3108_C
PARIS 07,75,3109_C
PARIS 05,75,3110_C
PARIS 10,75,3111_C
PARIS 09,75,3112_C
PARIS 11,75,3113_C
PARIS 12,75,3114_C
PARIS 13,75,3115_C
PARIS 14,75,3116_C
PARIS 15,75,3117_C
PARIS 16,75,3118_C
PARIS 17,75,3119_C
PARIS 18,75,3120_C
PARIS 20,75,3121_C
PARIS 19,75,3122_C
PARIS 04,75,3123_C
PARIS 02,75,3124_C
