Commune,Code departement,idCommune
SAINT-ETIENNE-DU-BOIS,1,0_C
CHEVRY,1,1_C
DIVONNE-LES-BAINS,1,2_C
PERON,1,3_C
VALSERHONE,1,4_C
CULOZ,1,5_C
ST-GENIS-POUILLY,1,6_C
OYONNAX,1,7_C
ST-GERMAIN-DE-JOUX,1,8_C
GEX,1,9_C
AMBERIEU-EN-BUGEY,1,10_C
CESSY,1,11_C
SAULT-BRENAZ,1,12_C
FERNEY-VOLTAIRE,1,13_C
SEGNY,1,14_C
LAGNIEU,1,15_C
LE POIZAT-LALLEYRIAT,1,16_C
BELLEY,1,17_C
ORNEX,1,18_C
DORTAN,1,19_C
PREVESSIN-MOENS,1,20_C
BRENOD,1,21_C
SAINT-JEAN-LE-VIEUX,1,22_C
NANTUA,1,23_C
SAINT-DENIS-EN-BUGEY,1,24_C
THOIRY,1,25_C
BELLIGNAT,1,26_C
PLATEAU D'HAUTEVILLE,1,27_C
LELEX,1,28_C
VESANCY,1,29_C
IZERNORE,1,30_C
ECHENEVEX,1,31_C
VERSONNEX,1,32_C
SAINT-VULBAS,1,33_C
COLLONGES,1,34_C
CHAMPAGNE-EN-VALROMEY,1,35_C
JUJURIEUX,1,36_C
MATAFELON-GRANGES,1,37_C
HAUT-VALROMEY,1,38_C
ARBENT,1,39_C
LOYETTES,1,40_C
MIJOUX,1,41_C
SERGY,1,42_C
FARGES,1,43_C
CROZET,1,44_C
VILLARS-LES-DOMBES,1,45_C
MEXIMIEUX,1,46_C
MONTCEAUX,1,47_C
MONTLUEL,1,48_C
JASSANS-RIOTTIER,1,49_C
BEAUREGARD,1,50_C
DAGNEUX,1,51_C
MIONNAY,1,52_C
VILLIEU-LOYES-MOLLON,1,53_C
CHAUNY,2,54_C
LAON,2,55_C
LA FERE,2,56_C
URCEL,2,57_C
SAINT GOBAIN,2,58_C
TERGNIER,2,59_C
FOLEMBRAY,2,60_C
SAINT QUENTIN,2,61_C
SOISSONS,2,62_C
COURMELLES,2,63_C
VIC SUR AISNE,2,64_C
VILLERS-COTTERETS,2,65_C
LARGNY SUR AUTOMNE,2,66_C
NANTEUIL LA FOSSE,2,67_C
VAILLY-SUR-AISNE,2,68_C
COEUVRES ET VALSERY,2,69_C
BELLEU,2,70_C
CHATEAU THIERRY,2,71_C
FERE EN TARDENOIS,2,72_C
MOULINS,3,73_C
YZEURE,3,74_C
CUSSET,3,75_C
VICHY,3,76_C
SISTERON,4,77_C
RIEZ,4,78_C
ENCHASTRAYES,4,79_C
CHATEAU-ARNOUX-SAINT-AUBAN,4,80_C
DIGNE-LES-BAINS,4,81_C
MONTCLAR,4,82_C
ALLOS,4,83_C
CASTELLANE,4,84_C
JAUSIERS,4,85_C
LE LAUZET UBAYE,4,86_C
SEYNE,4,87_C
SAINTE CROIX DU VERDON,4,88_C
FAUCON-DE-BARCELONNETTE,4,89_C
BARCELONNETTE,4,90_C
GREOUX-LES-BAINS,4,91_C
SAINT-MARTIN-DE-BROMES,4,92_C
PEIPIN,4,93_C
VOLX,4,94_C
FORCALQUIER,4,95_C
SELONNET,4,96_C
MANOSQUE,4,97_C
UVERNET-FOURS,4,98_C
NOYERS-SUR-JABRON,4,99_C
PIERRERUE,4,100_C
ORAISON,4,101_C
L ESCALE,4,102_C
VILLENEUVE,4,103_C
VALENSOLE,4,104_C
VOLONNE,4,105_C
SAINTE-TULLE,4,106_C
SAINT-ETIENNE-LES-ORGUES,4,107_C
DEMANDOLX,4,108_C
BARREME,4,109_C
LARAGNE-MONTEGLIN,5,110_C
SAINT-MICHEL-DE-CHAILLOL,5,111_C
MONTGARDIN,5,112_C
VARS,5,113_C
EMBRUN,5,114_C
SAINT-SAUVEUR,5,115_C
BRIANCON,5,116_C
ORCIERES,5,117_C
VALLOUISE-PELVOUX,5,118_C
L'ARGENTIERE-LA-BESSEE,5,119_C
GAP,5,120_C
LE DEVOLUY,5,121_C
LA CHAPELLE-EN-VALGAUDEMAR,5,122_C
ABRIES-RISTOLAS,5,123_C
LA SALLE,5,124_C
VEYNES,5,125_C
ANCELLE,5,126_C
LES ORRES,5,127_C
SERRES,5,128_C
RISOUL,5,129_C
CHORGES,5,130_C
PUY SAINT VINCENT,5,131_C
SAINT-BONNET-EN-CHAMPSAUR,5,132_C
NEVACHE,5,133_C
LE MONETIER-LES-BAINS,5,134_C
LA BATIE NEUVE,5,135_C
GUILLESTRE,5,136_C
SAVINES-LE-LAC,5,137_C
MONTGENEVRE,5,138_C
LAYE,5,139_C
PUY-SANIERES,5,140_C
SAINT-CHAFFREY,5,141_C
NICE,6,142_C
SAINT-ANDRE DE LA ROCHE,6,143_C
LA TRINITE,6,144_C
FALICON,6,145_C
MENTON,6,146_C
ROQUEBRUNE CAP MARTIN,6,147_C
BEAUSOLEIL,6,148_C
LA BRIGUE,6,149_C
SAORGE,6,150_C
TENDE,6,151_C
SOSPEL,6,152_C
CASTELLAR,6,153_C
CASTILLON,6,154_C
GORBIO,6,155_C
MOULINET,6,156_C
BREIL-SUR-ROYA,6,157_C
SAINTE-AGNES,6,158_C
VILLEFRANCHE-SUR-MER,6,159_C
ISOLA,6,160_C
PEONE,6,161_C
VALDEBLORE,6,162_C
BEAULIEU SUR MER,6,163_C
PEILLON,6,164_C
DRAP,6,165_C
L'ESCARENE,6,166_C
CAP-D AIL,6,167_C
VILLARS-SUR-VAR,6,168_C
SAINT-MARTIN-VESUBIE,6,169_C
BENDEJUN,6,170_C
SAINT-ETIENNE-DE-TINEE,6,171_C
SAINT-MARTIN-DU-VAR,6,172_C
CONTES,6,173_C
LA TURBIE,6,174_C
GUILLAUMES,6,175_C
PEILLE,6,176_C
EZE,6,177_C
GILETTE,6,178_C
ROQUEBILLIERE,6,179_C
COLOMARS,6,180_C
SAINT-JEAN-CAP-FERRAT,6,181_C
LEVENS,6,182_C
BEUIL,6,183_C
BERRE-LES-ALPES,6,184_C
TOUDON,6,185_C
BLAUSASC,6,186_C
BELVEDERE,6,187_C
LUCERAM,6,188_C
LANTOSQUE,6,189_C
ASPREMONT,6,190_C
LA BOLLENE-VESUBIE,6,191_C
RIMPLAS,6,192_C
CANTARON,6,193_C
CLANS,6,194_C
LA ROQUETTE SUR VAR,6,195_C
UTELLE,6,196_C
PUGET-THENIERS,6,197_C
LE CANNET,6,198_C
MOUANS-SARTOUX,6,199_C
VALLAURIS,6,200_C
ANTIBES,6,201_C
LA ROQUETTE SUR SIAGNE,6,202_C
MOUGINS,6,203_C
BIOT,6,204_C
CANNES,6,205_C
MANDELIEU-LA-NAPOULE,6,206_C
GRASSE,6,207_C
PEGOMAS,6,208_C
THEOULE-SUR-MER,6,209_C
CARROS,6,210_C
VENCE,6,211_C
SAINT-CEZAIRE-SUR-SIAGNE,6,212_C
LE BROC,6,213_C
SAINT-VALLIER-DE-THIEY,6,214_C
LA GAUDE,6,215_C
LE BAR-SUR-LOUP,6,216_C
VALBONNE,6,217_C
GREOLIERES,6,218_C
PEYMEINADE,6,219_C
ANDON,6,220_C
CAGNES SUR MER,6,221_C
VILLENEUVE-LOUBET,6,222_C
SAINT LAURENT DU VAR,6,223_C
LA COLLE SUR LOUP,6,224_C
SAINT-PAUL-DE-VENCE,6,225_C
SAINT-JUST-D'ARDECHE,7,226_C
VALS-LES-BAINS,7,227_C
BOURG-SAINT-ANDEOL,7,228_C
GRAVIERES,7,229_C
SALAVAS,7,230_C
AUBENAS,7,231_C
LA-VOULTE-SUR-RHONE,7,232_C
PRIVAS,7,233_C
CHARMES-SUR-RHONE,7,234_C
VALLON PONT D'ARC,7,235_C
LABEGUDE,7,236_C
RUOMS,7,237_C
LANAS,7,238_C
SAINT-SERNIN,7,239_C
SAINT-GEORGES-LES-BAINS,7,240_C
VIVIERS,7,241_C
SAINT-MONTAN,7,242_C
ST JULIEN EN ST ALBAN,7,243_C
SAINT-MARTIN-D' ARDECHE,7,244_C
TOURNON-SUR-RHONE,7,245_C
SAINT-PERAY,7,246_C
GUILHERAND-GRANGES,7,247_C
ANNONAY,7,248_C
SARRAS,7,249_C
FELINES,7,250_C
SAINT-JEAN-DE-MUZOLS,7,251_C
DAVEZIEUX,7,252_C
CHARLEVILLE-MEZIERES,8,253_C
GIVET,8,254_C
SAINT-LAURENT,8,255_C
RETHEL,8,256_C
SEDAN,8,257_C
CARIGNAN,8,258_C
BALAN,8,259_C
BAZEILLES,8,260_C
USTOU,9,261_C
SAVERDUN,9,262_C
FOIX,9,263_C
SAINT-JEAN-DU-FALGA,9,264_C
LUZENAC,9,265_C
AX-LES-THERMES,9,266_C
MIREPOIX,9,267_C
LAVELANET,9,268_C
PAMIERS,9,269_C
DAUMAZAN-SUR-ARIZE,9,270_C
SAINTE SAVINE,10,271_C
ROSIERES PRES TROYES,10,272_C
ROMILLY SUR SEINE,10,273_C
SAINT JULIEN LES VILLAS,10,274_C
SAINT ANDRE LES VERGERS,10,275_C
TROYES,10,276_C
TRAINEL,10,277_C
LA CHAPELLE ST LUC,10,278_C
BAR SUR AUBE,10,279_C
PONTSAINTE MARIE,10,280_C
NOGENT SUR SEINE,10,281_C
LES NOES PRES TROYES,10,282_C
COLOMBE LA FOSSE,10,283_C
DIENVILLE,10,284_C
CARCASSONNE,11,285_C
CASTELNAUDARY,11,286_C
PEXIORA,11,287_C
TREBES,11,288_C
LAVALETTE,11,289_C
LIMOUX,11,290_C
RENNES LES BAINS,11,291_C
FITOU,11,292_C
SIGEAN,11,293_C
PORT-LA-NOUVELLE,11,294_C
GRUISSAN,11,295_C
LEUCATE,11,296_C
NARBONNE,11,297_C
VINASSAN,11,298_C
FLEURY D AUDE,11,299_C
BOUTENAC,11,300_C
PEYRIAC DE MER,11,301_C
BAGES,11,302_C
LEZIGNAN-CORBIERES,11,303_C
SALLES D AUDE,11,304_C
MOUSSAN,11,305_C
COURSAN,11,306_C
LE MONASTERE,12,307_C
MARSEILLE 2EME,13,308_C
MARSEILLE 4EME,13,309_C
MARSEILLE 1ER,13,310_C
MARSEILLE 16EME,13,311_C
MARSEILLE 15EME,13,312_C
MARSEILLE 3EME,13,313_C
MARSEILLE 14EME,13,314_C
MARSEILLE 10EME,13,315_C
MARSEILLE 7EME,13,316_C
MARSEILLE 5EME,13,317_C
MARSEILLE 6EME,13,318_C
MARSEILLE 9EME,13,319_C
AUBAGNE,13,320_C
MARSEILLE 8EME,13,321_C
CARNOUX-EN-PROVENCE,13,322_C
CASSIS,13,323_C
ROQUEVAIRE,13,324_C
LA CIOTAT,13,325_C
LA DESTROUSSE,13,326_C
AURIOL,13,327_C
LA PENNE SUR HUVEAUNE,13,328_C
LA BOUILLADISSE,13,329_C
SAINT SAVOURNIN,13,330_C
ROQUEFORT LA BEDOULE,13,331_C
PEYPIN,13,332_C
GREASQUE,13,333_C
GEMENOS,13,334_C
CUGES LES PINS,13,335_C
MARSEILLE 13EME,13,336_C
MARSEILLE 12EME,13,337_C
PLAN DE CUQUES,13,338_C
MARSEILLE 11EME,13,339_C
ALLAUCH,13,340_C
MIRAMAS,13,341_C
SALON-DE-PROVENCE,13,342_C
AIX EN PROVENCE,13,343_C
ROUSSET,13,344_C
ENSUES-LA-REDONNE,13,345_C
CHATEAUNEUF-LES-MARTIGUES,13,346_C
VITROLLES,13,347_C
MARIGNANE,13,348_C
GIGNAC-LA-NERTHE,13,349_C
EYRAGUES,13,350_C
SAINT-REMY-DE-PROVENCE,13,351_C
ARLES,13,352_C
GRAVESON,13,353_C
EYGUIERES,13,354_C
CHATEAURENARD,13,355_C
CAEN,14,356_C
MERVILLE FRANCEVILLE,14,357_C
GRANDCAMP-MAISY,14,358_C
LISIEUX,14,359_C
HONFLEUR,14,360_C
TROUVILLE-SUR-MER,14,361_C
DIVES-SUR-MER,14,362_C
VILLERS-SUR-MER,14,363_C
DEAUVILLE,14,364_C
HOULGATE,14,365_C
PONT-L EVEQUE,14,366_C
BLONVILLE-SUR-MER,14,367_C
TOURGEVILLE,14,368_C
TOUQUES,14,369_C
BENERVILLE-SUR-MER,14,370_C
DOZULE,14,371_C
EQUEMAUVILLE,14,372_C
SAINT-ARNOULT,14,373_C
RIVIERE-SAINT-SAUVEUR (LA),14,374_C
ANGOULEME,16,375_C
RUELLE-SUR-TOUVRE,16,376_C
SOYAUX,16,377_C
BARBEZIEUX SAINT HILAIRE,16,378_C
L'ISLE D'ESPAGNAC,16,379_C
GOND PONTOUVRE,16,380_C
SAINT-MICHEL,16,381_C
SAINT-XANDRE,17,382_C
LA ROCHELLE,17,383_C
LAGORD,17,384_C
PERIGNY,17,385_C
CHATELAILLON-PLAGE,17,386_C
AYTRE,17,387_C
CLAVETTE,17,388_C
LOIX,17,389_C
SAINT-MARTIN-DE-RE,17,390_C
COURCON,17,391_C
LES PORTES-EN-RE,17,392_C
PUILBOREAU,17,393_C
DOMPIERRE-SUR-MER,17,394_C
MARANS,17,395_C
ARS-EN-RE,17,396_C
ANGOULINS,17,397_C
ROCHEFORT,17,398_C
TONNAY CHARENTE,17,399_C
FOURAS,17,400_C
SAINTES,17,401_C
SAUJON,17,402_C
SAINT-GEORGES-DE-DIDONNE,17,403_C
MESCHERS-SUR-GIRONDE,17,404_C
BARZAN,17,405_C
ST JEAN D'ANGELY,17,406_C
VIERZON,18,407_C
BOURGES,18,408_C
SAINT-FLORENT-SUR-CHER,18,409_C
MEHUN-SUR-YEVRE,18,410_C
MORTHOMIERS,18,411_C
ALLOUIS,18,412_C
SAINT-AMAND-MONTROND,18,413_C
AUBIGNY-SUR-NERE,18,414_C
TREIGNAC,19,415_C
TULLE,19,416_C
USSEL,19,417_C
BRIVE LA GAILLARDE,19,418_C
USSAC,19,419_C
SAINT-SORNIN-LAVOLPS,19,420_C
MALEMORT,19,421_C
SAINTE FEREOLE,19,422_C
DIJON,21,423_C
SAINT-BRIEUC,22,424_C
ERQUY,22,425_C
LAMBALLE-ARMOR,22,426_C
CHATELAUDREN-PLOUAGAT,22,427_C
LANGUEUX,22,428_C
PLOUFRAGAN,22,429_C
PLOUHA,22,430_C
PAIMPOL,22,431_C
PLENEUF-VAL-ANDRE,22,432_C
SAINT-QUAY-PORTRIEUX,22,433_C
PLERIN,22,434_C
BINIC-ETABLES-SUR-MER,22,435_C
HILLION,22,436_C
TREGUEUX,22,437_C
NOYAL,22,438_C
BEAUSSAIS-SUR-MER,22,439_C
DINAN,22,440_C
SAINT-CAST-LE-GUILDO,22,441_C
FREHEL,22,442_C
TADEN,22,443_C
LANCIEUX,22,444_C
PLANCOET,22,445_C
CAULNES,22,446_C
LANVALLAY,22,447_C
MATIGNON,22,448_C
BROONS,22,449_C
GUINGAMP,22,450_C
PLOUMAGOAR,22,451_C
PERROS-GUIREC,22,452_C
LANNION,22,453_C
TREGUIER,22,454_C
TREVOU-TREGUIGNEC,22,455_C
TREBEURDEN,22,456_C
PLESTIN-LES-GREVES,22,457_C
LOUDEAC,22,458_C
LA SOUTERRAINE,23,459_C
GUERET,23,460_C
PERIGUEUX,24,461_C
TRELISSAC,24,462_C
BOULAZAC ISLE MANOIRE,24,463_C
COULOUNIEIX-CHAMIERS,24,464_C
BERGERAC,24,465_C
PORT-SAINTE-FOY-ET-PONCHAPT,24,466_C
VAL DE LOUYRE ET CAUDEAU,24,467_C
LAMOTHE-MONTRAVEL,24,468_C
TERRASSON LAVILLEDIEU,24,469_C
SARLAT-LA-CANEDA,24,470_C
ROUFFIGNAC-ST-CERNIN-DE-REILHA,24,471_C
CASTELNAUD-LA-CHAPELLE,24,472_C
BESANCON,25,473_C
GENEUILLE,25,474_C
SAINT VIT,25,475_C
BOUSSIERES,25,476_C
MAMIROLLE,25,477_C
ROCHE LEZ BEAUPRE,25,478_C
MISEREY SALINES,25,479_C
BONNAY,25,480_C
DELUZ,25,481_C
LES AUXONS,25,482_C
BAUME LES DAMES,25,483_C
PONTARLIER,25,484_C
GRANGES NARBOZ,25,485_C
JOUGNE,25,486_C
VILLERS LE LAC,25,487_C
MORTEAU,25,488_C
LES HOPITAUX NEUFS,25,489_C
ROCHEJEAN,25,490_C
ORNANS,25,491_C
DOUBS,25,492_C
VALDAHON,25,493_C
LA CLUSE ET MIJOUX,25,494_C
METABIEF,25,495_C
ETALANS,25,496_C
MONTLEBON,25,497_C
MOUTHE,25,498_C
LES FOURGS,25,499_C
CHARQUEMONT,25,500_C
AUDINCOURT,25,501_C
SELONCOURT,25,502_C
HERIMONCOURT,25,503_C
MONTBELIARD,25,504_C
ROMANS-SUR-ISERE,26,505_C
VALENCE,26,506_C
MORAS-EN-VALLOIRE,26,507_C
MONTELIMAR,26,508_C
BOURG-DE-PEAGE,26,509_C
MONTBOUCHER-SUR-JABRON,26,510_C
BOURG LES VALENCE,26,511_C
CHABEUIL,26,512_C
CREST,26,513_C
DONZERE,26,514_C
SAINT-RAMBERT-D ALBON,26,515_C
DIEULEFIT,26,516_C
TULETTE,26,517_C
BEAUVALLON,26,518_C
MIRABEL-AUX-BARONNIES,26,519_C
LORIOL SUR DROME,26,520_C
PIERRELATTE,26,521_C
SAINT-PAUL-TROIS-CHATEAUX,26,522_C
MONTELIER,26,523_C
LIVRON SUR DROME,26,524_C
PORTES LES VALENCE,26,525_C
NYONS,26,526_C
SAUZET,26,527_C
SAINT-DONAT-SUR-L HERBASSE,26,528_C
ANCONE,26,529_C
SAINT-PANTALEON-LES-VIGNES,26,530_C
SAINT-AGNAN-EN-VERCORS,26,531_C
LA ROCHE DE GLUN,26,532_C
MOURS-SAINT-EUSEBE,26,533_C
SAINT VALLIER,26,534_C
PONT DE L ISERE,26,535_C
MERCUROL-VEAUNES,26,536_C
TAIN L HERMITAGE,26,537_C
BEAUMONT LES VALENCE,26,538_C
MONTSEGUR-SUR-LAUZON,26,539_C
PONSAS,26,540_C
GRAVIGNY,27,541_C
RUGLES,27,542_C
EZY SUR EURE,27,543_C
EVREUX,27,544_C
PACY-SUR-EURE,27,545_C
BUEIL,27,546_C
VERNON,27,547_C
ST MARCEL,27,548_C
CONCHES EN OUCHE,27,549_C
VERNEUIL D'AVRE ET D'ITON,27,550_C
GISORS,27,551_C
LES ANDELYS,27,552_C
LA TRINITE DE REVILLE,27,553_C
BEAUMONT LE ROGER,27,554_C
BERNAY,27,555_C
GAILLON,27,556_C
CHARTRES,28,557_C
GALLARDON,28,558_C
LE COUDRAY,28,559_C
EPERNON,28,560_C
MAINVILLIERS,28,561_C
TOURY,28,562_C
HANCHES,28,563_C
LEVES,28,564_C
GASVILLE OISEME,28,565_C
MAINTENON,28,566_C
LUCE,28,567_C
CHARTAINVILLIERS,28,568_C
ST PREST,28,569_C
GAS,28,570_C
AUNEAU-BLEURY-SAINT-SYMPHORIEN,28,571_C
LUISANT,28,572_C
JOUY,28,573_C
COURVILLE SUR EURE,28,574_C
CHATEAUDUN,28,575_C
ST DENIS-LANNERAY,28,576_C
DREUX,28,577_C
VERNOUILLET,28,578_C
LORMAYE,28,579_C
NOGENT-LE-ROI,28,580_C
ANET,28,581_C
CHAUDON,28,582_C
ST LUBIN DES JONCHERETS,28,583_C
CHATEAUNEUF EN THYMERAIS,28,584_C
ST REMY SUR AVRE,28,585_C
COULOMBS,28,586_C
NOGENT LE ROTROU,28,587_C
QUIMPER,29,588_C
DOUARNENEZ,29,589_C
QUIMPERLE,29,590_C
CONCARNEAU,29,591_C
PONT-AVEN,29,592_C
CLOHARS CARNOET,29,593_C
BREST,29,594_C
SAINT RENAN,29,595_C
DIRINON,29,596_C
LANDERNEAU,29,597_C
PLOUGASTEL-DAOULAS,29,598_C
CAMARET-SUR-MER,29,599_C
CROZON,29,600_C
SAINT-NIC,29,601_C
MORLAIX,29,602_C
LANDIVISIAU,29,603_C
CARANTEC,29,604_C
SAINT-MARTIN-DES-CHAMPS,29,605_C
PLOUGASNOU,29,606_C
ROSCOFF,29,607_C
PORTO-VECCHIO,2A,608_C
AJACCIO,2A,609_C
PROPRIANO,2A,610_C
SARTENE,2A,611_C
ZONZA,2A,612_C
BONIFACIO,2A,613_C
GROSSETO-PRUGNA,2A,614_C
LECCI,2A,615_C
ARBELLARA,2A,616_C
PIETROSELLA,2A,617_C
VICO,2A,618_C
CASAGLIONE,2A,619_C
SARROLA-CARCOPINO,2A,620_C
ARGIUSTA-MORICCIO,2A,621_C
ALBITRECCIA,2A,622_C
SERRA-DI-FERRO,2A,623_C
CAURO,2A,624_C
PALNECA,2A,625_C
APPIETTO,2A,626_C
CALCATOGGIO,2A,627_C
PIANOTTOLI-CALDARELLO,2A,628_C
OTA,2A,629_C
BELVEDERE-CAMPOMORO,2A,630_C
SOTTA,2A,631_C
SARI-SOLENZARA,2A,632_C
OLMETO,2A,633_C
COTI-CHIAVARI,2A,634_C
CASALABRIVA,2A,635_C
TAVERA,2A,636_C
QUENZA,2A,637_C
BASTELICACCIA,2A,638_C
PIANA,2A,639_C
COGGIA,2A,640_C
FRASSETO,2A,641_C
CUTTOLI-CORTICCHIATO,2A,642_C
SANTA-MARIA-SICHE,2A,643_C
VIGGIANELLO,2A,644_C
AREGNO,2B,645_C
L'ILE ROUSSE,2B,646_C
CERVIONE,2B,647_C
OLETTA,2B,648_C
LE GRAU DU ROI,30,649_C
AIGUES-MORTES,30,650_C
NIMES,30,651_C
CALVISSON,30,652_C
DURFORT-ET-SAINT-MARTIN-DE-,30,653_C
VAUVERT,30,654_C
CAISSARGUES,30,655_C
MILHAUD,30,656_C
CLARENSAC,30,657_C
BOUILLARGUES,30,658_C
GARONS,30,659_C
SOMMIERES,30,660_C
SAINT ANDRE DE VALBORGNE,30,661_C
GALLARGUES-LE-MONTUEUX,30,662_C
BERNIS,30,663_C
AIGUES-VIVES,30,664_C
SAINT-DIONISY,30,665_C
GARRIGUES SAINTE EULALIE,30,666_C
SAUVE,30,667_C
LA CALMETTE,30,668_C
LASALLE,30,669_C
SAINT-LAURENT-D AIGOUZE,30,670_C
AUBORD,30,671_C
AIMARGUES,30,672_C
RODILHAN,30,673_C
SARDAN,30,674_C
CODOGNAN,30,675_C
ARRIGAS,30,676_C
QUISSAC,30,677_C
SAINT-GENIES-DE-MALGOIRES,30,678_C
CAVEIRAC,30,679_C
LE VIGAN,30,680_C
SUMENE,30,681_C
ST HIPPOLYTE DU FORT,30,682_C
UZES,30,683_C
GENERAC,30,684_C
LAUDUN-L ARDOISE,30,685_C
BELLEGARDE,30,686_C
BEAUCAIRE,30,687_C
VILLENEUVE LES AVIGNON,30,688_C
SAINT-NAZAIRE,30,689_C
MARGUERITTES,30,690_C
MEYNES,30,691_C
ROCHEFORT-DU-GARD,30,692_C
LES ANGLES,30,693_C
REMOULINS,30,694_C
POULX,30,695_C
PONT ST ESPRIT,30,696_C
ST GILLES,30,697_C
CASTILLON-DU-GARD,30,698_C
SAINT-HILAIRE-D OZILHAN,30,699_C
SAINT-PAULET-DE-CAISSON,30,700_C
SERNHAC,30,701_C
BAGNOLS SUR CEZE,30,702_C
SAZE,30,703_C
MONTAREN-ET-SAINT-MEDIERS,30,704_C
MONTFRIN,30,705_C
ROQUEMAURE,30,706_C
ALES,30,707_C
PORTES,30,708_C
MOLIERES-SUR-CEZE,30,709_C
BESSEGES,30,710_C
SAINT-FLORENT-SUR-AUZONNET,30,711_C
LA GRAND COMBE,30,712_C
ANDUZE,30,713_C
TOULOUSE,31,714_C
CASTELGINEST,31,715_C
FONBEAUZARD,31,716_C
BALMA,31,717_C
DREMIL LAFAGE,31,718_C
L UNION,31,719_C
AUCAMVILLE,31,720_C
FENOUILLET,31,721_C
ROUFFIAC TOLOSAN,31,722_C
GAGNAC SUR GARONNE,31,723_C
RAMONVILLE ST AGNE,31,724_C
ST JEAN,31,725_C
LAUNAGUET,31,726_C
FLOURENS,31,727_C
TOURNEFEUILLE,31,728_C
COLOMIERS,31,729_C
BLAGNAC,31,730_C
VILLEMUR SUR TARN,31,731_C
AUSSONNE,31,732_C
CUGNAUX,31,733_C
GRENADE SUR GARONNE,31,734_C
LA SALVETAT ST GILLES,31,735_C
MONDONVILLE,31,736_C
FRONTON,31,737_C
BEAUZELLE,31,738_C
BESSIERES,31,739_C
CASTANET TOLOSAN,31,740_C
VILLEFRANCHE-DE-LAURAGAIS,31,741_C
NAILLOUX,31,742_C
LABEGE,31,743_C
REVEL,31,744_C
ST ORENS DE GAMEVILLE,31,745_C
LANTA,31,746_C
LACROIX FALGARDE,31,747_C
AUZEVILLE-TOLOSANE,31,748_C
ESCALQUENS,31,749_C
MONTASTRUC LA CONSEILLERE,31,750_C
POMPERTUZAT,31,751_C
BAZIEGE,31,752_C
FROUZINS,31,753_C
AUCH,32,754_C
CONDOM,32,755_C
CAZAUBON,32,756_C
GIMONT,32,757_C
L ISLE JOURDAIN,32,758_C
BORDEAUX,33,759_C
SAINT AUBIN DE MEDOC,33,760_C
PAREMPUYRE,33,761_C
SAINT MEDARD EN JALLES,33,762_C
BRUGES,33,763_C
LACANAU,33,764_C
LE BOUSCAT,33,765_C
LE HAILLAN,33,766_C
EYSINES,33,767_C
LUDON MEDOC,33,768_C
MOULIS-EN-MEDOC,33,769_C
LE TAILLAN MEDOC,33,770_C
CASTELNAU-DE-MEDOC,33,771_C
BLANQUEFORT,33,772_C
MARGAUX CANTENAC,33,773_C
BEGLES,33,774_C
MERIGNAC,33,775_C
GRADIGNAN,33,776_C
TALENCE,33,777_C
PESSAC,33,778_C
VILLENAVE D ORNON,33,779_C
SAINT JEAN D ILLAC,33,780_C
MARTIGNAS SUR JALLE,33,781_C
CANEJAN,33,782_C
CESTAS,33,783_C
CADILLAC,33,784_C
BIGANOS,33,785_C
ARCACHON,33,786_C
CARBON BLANC,33,787_C
CADAUJAC,33,788_C
LA TESTE-DE-BUCH,33,789_C
GUJAN MESTRAS,33,790_C
CENON,33,791_C
FLOIRAC,33,792_C
TOULENNE,33,793_C
ANDERNOS-LES-BAINS,33,794_C
LORMONT,33,795_C
ARTIGUES-PRES-BORDEAUX,33,796_C
PAILLET,33,797_C
LEGE-CAP-FERRET,33,798_C
LE TEICH,33,799_C
ST SULPICE ET CAMEYRAC,33,800_C
CREON,33,801_C
SALLES,33,802_C
TRESSES,33,803_C
SAINT GERVAIS,33,804_C
ARES,33,805_C
FARGUES SAINT HILAIRE,33,806_C
LANGON,33,807_C
LEOGNAN,33,808_C
PREIGNAC,33,809_C
ST LOUIS DE MONTFERRAND,33,810_C
LATRESNE,33,811_C
AUDENGE,33,812_C
HAUX,33,813_C
AMBARES-ET-LAGRAVE,33,814_C
ST CAPRAIS DE BORDEAUX,33,815_C
LANTON,33,816_C
BARSAC,33,817_C
LE BARP,33,818_C
BASSENS,33,819_C
LANGOIRAN,33,820_C
YVRAC,33,821_C
MONTUSSAN,33,822_C
BAZAS,33,823_C
SAINT-ANDRE-DE-CUBZAC,33,824_C
CARIGNAN-DE-BORDEAUX,33,825_C
MIOS,33,826_C
LE TOURNE,33,827_C
MARCHEPRIME,33,828_C
CASTRES GIRONDE,33,829_C
LESTIAC-SUR-GARONNE,33,830_C
LA BREDE,33,831_C
SAINT LOUBES,33,832_C
SAINTE EULALIE,33,833_C
GRIGNOLS,33,834_C
GENISSAC,33,835_C
LIBOURNE,33,836_C
CASTILLON-LA-BATAILLE,33,837_C
BLAYE,33,838_C
PINEUILH,33,839_C
SAINT-YZAN-DE-SOUDIAC,33,840_C
SAINT-QUENTIN-DE-BARON,33,841_C
SAINT-SAVIN,33,842_C
COUTRAS,33,843_C
ST-SEURIN-SUR-L ISLE,33,844_C
SAINTE-FOY-LA-GRANDE,33,845_C
SAINT-CIERS-SUR-GIRONDE,33,846_C
VAYRES,33,847_C
LA REOLE,33,848_C
SAINT-MACAIRE,33,849_C
SAUVETERRE-DE-GUYENNE,33,850_C
CARCANS,33,851_C
SOULAC-SUR-MER,33,852_C
HOURTIN,33,853_C
